ID,PRECIO_MENSUAL,PRECIO_SEMESTRE,PERSONA_NATURAL
1214,889104,538885,5744
1215,890186,10459,7334
1216,500154,678195,16930
1217,77541,1474526,9510
1218,351034,83953,2882
1219,845538,1208243,19618
1220,623543,1116303,16518
1221,856074,900615,3949
1222,122342,154169,8276
1223,523689,833179,14540
1224,51482,207711,18799
1225,706799,615262,14971
1226,67012,550962,9045
1227,903235,1468832,5041
1228,548329,864586,11409
1229,943890,681836,10050
1230,365692,411772,10569
1231,315472,1016214,18234
1232,470000,1111410,13285
1233,412971,515458,305
1234,418178,1047648,7444
1235,203961,1328498,14697
1236,133325,1369410,2887
1237,719249,896295,615
1238,759277,1361893,2111
1239,471937,1429403,4364
1240,227338,1260115,17900
1241,913561,1209604,1109
1242,133070,1318270,8493
1243,91732,793512,3120
1244,890424,1444675,8558
1245,988756,434097,3500
1246,225565,1052588,19408
1247,935910,1160953,8248
1248,321186,1114458,10935
1249,298726,770045,1811
1250,277692,943340,8493
1251,713841,329339,8197
1252,11269,705261,2495
1253,396398,1121864,4713
1254,580265,306432,13903
1255,875739,957839,16243
1256,940753,780908,259
1257,293803,760168,10707
1258,396610,1429079,17734
1259,212537,64847,10992
1260,881875,295467,4238
1261,438775,1378948,2428
1262,132167,472857,11311
1263,694579,732840,2258
1264,520534,1014909,11578
1265,14126,123010,16406
1266,422567,919510,1733
1267,452911,365535,12152
1268,747248,159243,12444
1269,814671,347262,9659
1270,322193,258034,17314
1271,328506,1377292,17322
1272,789337,720364,14134
1273,173334,457528,11296
1274,604240,1324025,8154
1275,467403,1352349,11602
1276,616375,1363112,5975
1277,753778,1193035,14398
1278,669209,1270530,1346
1279,214942,1230967,12876
1280,596445,522830,5601
1281,44651,803295,9027
1282,600513,482432,13387
1283,557336,933472,11991
1284,134554,566362,2237
1285,105464,1093773,12230
1286,317737,1309099,10059
1287,789346,988689,957
1288,678386,555035,12119
1289,583597,421322,3497
1290,842320,555622,19216
1291,316858,1081785,13737
1292,585437,1478788,9803
1293,284293,656626,9127
1294,697950,900422,19963
1295,290003,381499,5608
1296,189229,989266,8086
1297,215505,1022651,8103
1298,378939,934059,1204
1299,757969,766589,10828
1300,141127,145743,8401
1301,244806,1355815,10988
1302,753575,219966,10485
1303,907124,626632,246
1304,837485,1363333,17321
1305,640768,1255174,5720
1306,275214,100067,7611
1307,390147,33826,3044
1308,947788,1023036,19147
1309,148037,429988,11393
1310,483779,1141371,10379
1311,866771,766519,14507
1312,699535,1215341,18295
1313,479301,1179401,9048
1314,284620,1223270,12962
1315,647749,99421,17247
1316,115153,79974,16607
1317,222377,1124186,17046
1318,539666,909909,11793
1319,77280,590086,9490
1320,47520,415651,19358
1321,435049,661248,9759
1322,364834,1081716,10164
1323,722187,1243294,8675
1324,192429,1052617,19989
1325,438652,1187019,13479
1326,47843,945929,6543
1327,967858,156659,18234
1328,360852,1466140,2997
1329,925118,1260939,2076
1330,153198,1098273,12880
1331,468853,998466,11206
1332,981716,923177,349
1333,221062,177604,13078
1334,487017,429886,14117
1335,552705,559683,13416
1336,266188,1024842,6304
1337,681759,54581,1617
1338,959132,993059,6603
1339,283645,384208,7198
1340,532708,883161,6923
1341,827,1285444,17046
1342,35306,922058,13158
1343,233916,1001989,3543
1344,292621,956010,18452
1345,313663,942180,19380
1346,573405,92741,7434
1347,579900,956436,3399
1348,504112,331123,19442
1349,4480,1027988,14558
1350,806720,1181447,19837
1351,893079,725521,13195
1352,153602,821140,10148
1353,299478,627958,18182
1354,64318,536235,14377
1355,787694,521695,12783
1356,99161,910393,17298
1357,968041,1433410,9956
1358,590097,497689,8688
1359,657507,910278,5611
1360,679170,435450,1113
1361,20502,185218,9383
1362,196725,333183,17934
1363,496330,762019,18868
1364,904929,546120,6170
1365,87743,378704,16761
1366,503316,517706,12542
1367,905537,685241,3355
1368,657052,51353,9232
1369,305588,1252293,14534
1370,696465,266679,3220
1371,820852,291372,2740
1372,772481,557219,11476
1373,695500,1143918,4683
1374,463857,1076597,4076
1375,186207,1361537,16780
1376,264586,57893,15543
1377,506631,1406711,13903
1378,796902,23800,12600
1379,311382,695865,6996
1380,853562,1175035,978
1381,816218,232495,13072
1382,500475,103391,11323
1383,228033,467178,933
1384,783693,220051,9790
1385,432036,594181,3387
1386,450715,1102306,13540
1387,815397,540482,3165
1388,235690,205899,775
1389,631707,701596,18291
1390,979597,364014,5686
1391,904466,353103,12389
1392,398362,15534,2770
1393,956808,751995,132
1394,401937,735851,4441
1395,326124,1361258,4554
1396,500568,395419,12592
1397,854732,309646,17945
1398,804308,627680,1753
1399,344270,1343046,18718
1400,681268,1329403,8693
1401,949052,256166,12309
1402,634752,141112,7872
1403,293335,660301,13068
1404,529217,968210,3937
1405,130251,1471436,9473
1406,970053,397532,16941
1407,144332,311420,14127
1408,943772,1343364,5565
1409,28298,1496526,7817
1410,267473,413873,19217
1411,424557,993803,19347
1412,999483,693697,15854
1413,624477,301394,12367
1414,611619,1080724,3286
1415,964317,178830,5814
1416,135116,1236215,7597
1417,971704,1222518,4816
1418,517447,156533,5318
1419,823581,505594,2848
1420,800531,363072,6975
1421,593689,467923,1384
1422,349192,26949,16092
1423,134012,124973,15048
1424,20251,1194689,11430
1425,823660,200485,533
1426,411020,571165,11780
1427,381509,1058366,15782
1428,910465,194614,16187
1429,138684,458467,11379
1430,278407,1306942,222
1431,12201,845380,15952
1432,198514,211132,17442
1433,181945,42003,6699
1434,854575,563117,11755
1435,172731,162,5059
1436,135891,1459696,5633
1437,191728,1476346,11941
1438,302195,811465,15674
1439,921256,1328552,9762
1440,888627,159701,6277
1441,975038,1329066,15438
1442,850577,1156085,15198
1443,673823,305527,4678
1444,76871,64573,6955
1445,146583,467158,16533
1446,156218,809564,18582
1447,753015,112090,660
1448,900504,842719,17119
1449,542942,980243,14250
1450,240299,898995,12897
1451,710631,709437,16803
1452,40319,26224,6034
1453,474440,1378959,11838
1454,131340,642228,18057
1455,619919,396718,19069
1456,333671,1174008,1625
1457,15990,459559,14110
1458,518743,314033,3014
1459,205589,411978,5708
1460,222906,787931,14056
1461,340531,938127,19923
1462,222545,517685,4242
1463,105123,1261193,4880
1464,653334,726643,251
1465,503308,195052,15818
1466,569269,581502,14356
1467,115098,1423979,6547
1468,619708,351416,10854
1469,823980,159080,18553
1470,900887,1144389,11063
1471,516972,197695,13880
1472,599634,595831,9524
1473,88187,294828,9003
1474,544908,340771,19734
1475,308348,1235649,8169
1476,545442,312482,8575
1477,455284,1030226,3687
1478,202918,844715,13876
1479,334239,852620,5537
1480,132610,864581,7545
1481,167629,337534,13340
1482,498940,163220,10050
1483,176273,900678,13766
1484,525756,1253008,18421
1485,988916,715927,18789
1486,982351,884153,8785
1487,299868,1161695,3656
1488,387116,385557,11511
1489,244575,103489,18485
1490,235279,812132,878
1491,168246,789005,899
1492,178930,353355,4891
1493,893548,986971,19858
1494,693522,670355,13596
1495,430415,506119,1371
1496,749867,270965,15597
1497,301526,1005219,2845
1498,602675,536111,18179
1499,191188,413557,8191
1500,573810,1170550,787
1501,408210,1175239,17406
1502,632411,1302825,1769
1503,758726,24817,6147
1504,174965,20558,14243
1505,597773,778002,17926
1506,712024,266977,2912
1507,990899,139545,4787
1508,777612,26314,13271
1509,493738,1243338,10542
1510,400962,44348,7640
1511,126935,63099,9441
1512,826056,536313,9115
1513,718907,1345905,15848
1514,156641,549592,7587
1515,472428,36165,3025
1516,124119,10168,4953
1517,139596,598954,17691
1518,509436,638858,13775
1519,251681,452553,17726
1520,241367,298979,4261
1521,456767,262549,2229
1522,964256,159043,5772
1523,887259,581314,5306
1524,873959,925425,756
1525,100113,1441868,18350
1526,986832,704995,11488
1527,852254,189324,2206
1528,227920,565896,14330
1529,946677,1327973,10617
1530,773770,861374,3580
1531,242392,406369,6962
1532,172426,664722,17922
1533,451264,930806,18376
1534,382214,1342367,3048
1535,717410,1129372,19371
1536,501466,50158,5448
1537,173822,370747,5672
1538,477521,1394565,4316
1539,231588,1026997,1841
1540,963486,499103,15725
1541,314145,324472,18148
1542,394733,1088705,5165
1543,936412,209517,4401
1544,422976,1195524,1797
1545,991612,17543,10138
1546,57178,1366804,6997
1547,468722,194821,18201
1548,301121,1056102,14999
1549,668125,1271844,13358
1550,194503,23985,9783
1551,575921,1456966,14451
1552,278551,1070359,9141
1553,775373,83554,12746
1554,961467,836387,17292
1555,954617,692965,17558
1556,477405,543262,4749
1557,78365,879653,8927
1558,5232,238341,16731
1559,109858,1371042,14608
1560,762973,1368419,11627
1561,11218,847876,19898
1562,509556,719212,4856
1563,694087,398115,9218
1564,15221,1227464,12196
1565,317222,63871,15646
1566,567296,953643,3250
1567,22694,972810,176
1568,560596,152660,424
1569,555459,979094,7074
1570,240933,122618,562
1571,669317,701802,14125
1572,381957,1138793,2393
1573,570387,687736,2763
1574,666218,239276,19485
1575,94414,924833,2640
1576,138840,376962,6145
1577,799049,987258,3138
1578,297773,856849,13084
1579,352712,1224070,12446
1580,544905,146393,4450
1581,76650,535228,17761
1582,991720,360264,7424
1583,964786,1301941,13695
1584,38483,541270,4765
1585,405281,428078,7078
1586,520681,243872,8307
1587,51403,440655,15589
1588,601350,208658,13638
1589,61498,76849,18758
1590,841982,588649,16130
1591,511929,1304849,7236
1592,320769,709140,18625
1593,851296,753483,4130
1594,424492,72028,14457
1595,302178,183127,1119
1596,703847,1024801,11792
1597,913156,603883,16198
1598,445631,798104,4174
1599,76387,1168757,10258
1600,277984,1471677,3426
1601,152697,251350,8854
1602,262555,87732,18546
1603,124779,261183,504
1604,519299,274086,11511
1605,265695,1277412,5570
1606,651971,339003,183
1607,77197,648689,9754
1608,833018,1110393,12617
1609,905201,734945,11279
1610,311884,409026,2216
1611,145280,506906,4067
1612,448371,480921,5923
1613,128894,529436,11194
1614,611395,74469,14661
1615,578573,49121,17329
1616,293637,1317207,5487
1617,261588,236332,1523
1618,23355,1192600,9619
1619,987750,862329,16210
1620,952066,591928,8563
1621,696975,576716,5586
1622,123225,342915,12417
1623,274355,1152747,9180
1624,378161,928136,1201
1625,85375,337071,12706
1626,157130,242215,2106
1627,233130,924157,11375
1628,272393,698739,14357
1629,348452,86308,16420
1630,320713,1170016,91
1631,594418,943077,12789
1632,42064,335059,6233
1633,612122,948038,6427
1634,777794,1229617,3173
1635,244445,1012493,1427
1636,688247,1451526,7704
1637,208252,735870,13986
1638,72460,930461,652
1639,634773,264426,1136
1640,256352,898223,10290
1641,598323,492200,11001
1642,426321,1140114,11374
1643,597836,317120,4341
1644,275903,993140,9845
1645,332536,668014,2922
1646,134218,1122087,10525
1647,668187,1210715,17516
1648,765414,1075017,13450
1649,837093,732925,19649
1650,241201,711006,15058
1651,915072,991828,3951
1652,288803,1073984,1054
1653,371685,464950,5378
1654,737613,1001161,2127
1655,141260,1434421,538
1656,341015,417504,3782
1657,964693,665490,14903
1658,735892,1130044,14873
1659,242511,1289458,16769
1660,849902,713228,668
1661,159154,696517,1701
1662,726632,752291,14650
1663,784754,1061065,9565
1664,109221,465905,6325
1665,885433,615618,2856
1666,527011,1248630,2043
1667,528916,1475969,2284
1668,199528,1125165,17233
1669,54986,1346552,9145
1670,344989,1139308,407
1671,874499,279522,7075
1672,248931,1204014,14246
1673,937070,1451190,761
1674,301238,611921,16163
1675,698929,789961,19070
1676,707181,1371783,12274
1677,48545,726248,8532
1678,975855,207422,553
1679,727322,262860,14105
1680,538017,836004,19092
1681,742615,668774,1523
1682,596944,962407,14898
1683,743101,794145,4274
1684,440033,552807,3536
1685,449099,1393306,12559
1686,516794,1256158,10894
1687,275785,33277,7186
1688,669871,769580,14630
1689,410502,121162,3621
1690,789104,1037419,18770
1691,359429,1158724,19955
1692,556197,604505,11632
1693,338380,103196,3103
1694,199059,436034,13495
1695,587172,966648,3043
1696,443534,1207542,18923
1697,69162,664144,9362
1698,994216,89413,17868
1699,315634,954984,11005
1700,453235,321455,10345
1701,481275,1083850,2909
1702,43879,742630,520
1703,947484,1389500,10021
1704,292899,160492,9994
1705,332977,640671,15296
1706,629346,1348480,830
1707,738755,596223,19331
1708,315496,172686,14629
1709,317325,1015821,15047
1710,456961,285044,18191
1711,703691,380964,1563
1712,226471,1090950,12678
1713,382729,448137,14566
1714,284315,1381313,19916
1715,421921,411471,17228
1716,408748,103620,1891
1717,418031,737724,7337
1718,20241,90912,17564
1719,263336,495803,2379
1720,21600,964577,14306
1721,52266,280061,17467
1722,380896,291881,15905
1723,805837,202529,13719
1724,845595,967520,5386
1725,489455,1128758,7417
1726,21748,1224320,17768
1727,703907,1063342,17809
1728,903020,753973,3453
1729,650970,388522,1287
1730,78284,254589,2560
1731,395710,249520,17793
1732,592865,657827,17464
1733,49844,586605,14771
1734,903260,576960,10526
1735,308435,107100,8989
1736,836349,1039277,8051
1737,196725,238621,14303
1738,278462,434224,9880
1739,386584,543615,8413
1740,215805,114856,1797
1741,129998,1246632,10363
1742,36880,279083,5345
1743,576160,1398540,18473
1744,719596,107857,18656
1745,305869,1006936,15720
1746,608283,21106,14539
1747,942400,457151,9922
1748,93610,1390635,19147
1749,539064,1496282,13259
1750,261703,218457,2121
1751,154430,49630,19519
1752,845635,72367,3713
1753,29686,811492,19534
1754,173062,204480,17855
1755,541704,688313,11558
1756,161646,1415937,8755
1757,458140,1449782,1208
1758,766342,377788,5591
1759,614427,1446138,15956
1760,766384,1237045,8257
1761,898943,771383,10481
1762,947230,640900,4204
1763,812805,340944,1429
1764,554750,530451,6878
1765,463112,484755,19150
1766,840019,947029,18297
1767,460298,38172,9004
1768,55827,69111,18256
1769,662007,710453,11878
1770,554054,1108652,1504
1771,650251,1000098,18357
1772,365559,197669,2257
1773,685677,269022,13711
1774,640890,309847,8606
1775,74339,362089,7899
1776,293253,290645,13207
1777,319738,1055065,563
1778,436166,533643,7401
1779,317093,1311611,17418
1780,994572,1279925,3019
1781,446853,681046,11893
1782,145420,581581,8300
1783,353483,1139005,3186
1784,483393,684378,2205
1785,834944,112102,6942
1786,145850,726428,7571
1787,622112,313237,7102
1788,582812,683392,16950
1789,282954,770250,4755
1790,723381,437437,11810
1791,109493,370461,14434
1792,136705,334075,1726
1793,460805,838198,2867
1794,72286,790127,15316
1795,637048,727035,5559
1796,286259,561487,14003
1797,887524,624813,17482
1798,569318,969282,8913
1799,291648,255663,16545
1800,4467,144367,12838
1801,675634,1083369,14110
1802,850762,396068,19119
1803,52682,852784,13863
1804,422134,1441672,15406
1805,378459,1061808,14795
1806,487677,960002,2741
1807,635849,1027884,3747
1808,601151,1245913,10308
1809,76495,1106516,5688
1810,134993,180587,13518
1811,735948,754759,6865
1812,367116,960378,15488
1813,622098,512609,14376
1814,285159,1435345,5679
1815,853177,181956,7440
1816,906503,981977,19437
1817,699274,1269349,11318
1818,238675,1421936,17971
1819,551325,683988,16018
1820,709800,578512,648
1821,931715,808139,12837
1822,653702,681104,9265
1823,389939,231235,1669
1824,69823,1221364,3174
1825,993398,430364,9087
1826,982685,1434802,12970
1827,236579,1187406,3693
1828,846656,1380815,14669
1829,929619,83955,14272
1830,625242,1250771,3842
1831,855230,1490717,1645
1832,513141,241718,13881
1833,634636,17062,17339
1834,252153,109132,454
1835,169846,1320124,13301
1836,659690,142884,3923
1837,462145,32464,12302
1838,200293,1427782,19180
1839,230748,596415,8380
1840,108103,1288886,2461
1841,616680,1403156,13778
1842,839005,921256,11085
1843,803934,114322,18216
1844,190515,1446999,1135
1845,952004,1293683,19845
1846,672647,555517,13448
1847,541571,784159,1374
1848,314907,1431916,12886
1849,310274,306009,10857
1850,527259,918717,2318
1851,802095,158970,13010
1852,97977,919414,12034
1853,819718,1419569,4366
1854,74949,1292176,2970
1855,549426,430200,3873
1856,367818,568396,3654
1857,458546,499261,19064
1858,147747,572686,6678
1859,19538,1441557,6485
1860,795029,659339,19056
1861,811652,1156665,9143
1862,688891,655406,14143
1863,998470,378582,3423
1864,20725,1231658,4042
1865,266374,632450,14929
1866,703161,1464029,11330
1867,556740,1029222,14358
1868,644555,401674,15414
1869,97659,244100,14804
1870,160915,631783,17545
1871,495719,525775,8081
