ID,COSTO_NOCHE,COSTO_MENSUAL,COSTO_SEMESTRE,MENSAJE,CAPACIDAD,VIVIENDA
320700,63796,282618,2805046,null,3,11393
320701,65666,346326,7346968,null,5,17178
320702,62353,62244,7204669,null,3,9534
320703,4802,644210,1242874,null,3,2175
320704,1382,553702,4990764,null,1,5715
320705,9271,625510,3939041,null,1,2161
320706,56151,253816,5601482,null,3,13668
320707,44866,131863,2441090,null,1,18428
320708,7341,503721,6739131,null,4,19989
320709,51211,517892,4245337,null,2,16320
320710,27666,95079,7564893,null,3,18152
320711,23465,713034,448414,null,4,9520
320712,43214,185917,2212514,null,3,16164
320713,11061,492848,7157373,null,1,5369
320714,13215,315420,1486642,null,5,17053
320715,2915,366422,7181044,null,2,18123
320716,40680,676874,923166,null,3,1779
320717,67460,724808,5515234,null,5,3635
320718,44615,834254,3512915,null,4,12912
320719,6354,591260,1717363,null,4,6311
320720,25507,996167,4132207,null,5,8602
320721,49941,335624,6116595,null,5,17987
320722,61958,973114,3766255,null,2,12533
320723,55073,499947,5461405,null,3,7580
320724,50754,501678,5041632,null,1,15755
320725,51843,810254,4964680,null,1,17923
320726,17622,984688,1180039,null,5,19273
320727,66150,693884,4510507,null,5,18825
320728,68708,942927,1731996,null,1,13170
320729,78547,385371,4342850,null,5,18523
320730,65306,507812,3884582,null,1,15295
320731,10404,240824,4922787,null,3,16553
320732,25560,187729,7861020,null,5,4924
320733,44536,504077,4051763,null,1,14829
320734,54252,829770,5783312,null,1,13212
320735,11473,686993,1433695,null,3,9814
320736,6408,721002,1426869,null,1,18618
320737,67847,437241,4806839,null,2,9809
320738,63370,717787,6108861,null,1,12272
320739,9749,969616,6123579,null,2,8307
320740,36963,814199,1175574,null,2,7667
320741,73876,427784,7804689,null,5,16639
320742,20290,99415,7223724,null,5,11852
320743,57962,747822,886377,null,3,7875
320744,53994,445999,7380892,null,5,2332
320745,66363,873027,6577985,null,4,4314
320746,64981,625098,5837823,null,4,14126
320747,44706,10111,7917345,null,3,10139
320748,46221,541185,2251455,null,3,774
320749,64913,765561,2892257,null,2,10482
320750,66022,562301,2487844,null,3,3344
320751,28001,389594,6786655,null,5,6674
320752,19179,89947,528260,null,4,9600
320753,72861,205221,1462093,null,5,9044
320754,45939,518449,2319740,null,1,12133
320755,9019,186186,2534233,null,4,3841
320756,3827,60094,6531791,null,1,5595
320757,14424,335597,408346,null,3,19720
320758,41171,327791,6711117,null,5,11222
320759,31651,560064,6846086,null,4,17646
320760,48409,6064,4931356,null,4,7825
320761,3863,481586,541321,null,5,7037
320762,44050,877420,7565286,null,5,16463
320763,28222,484075,3355880,null,5,8791
320764,11136,294641,3278401,null,1,19344
320765,51606,541058,4682556,null,5,14303
320766,63961,896749,155751,null,5,1040
320767,37958,357183,5672939,null,3,11702
320768,75910,734108,5978133,null,2,17007
320769,42820,827420,7831093,null,5,8597
320770,78574,795486,1545394,null,1,19303
320771,53497,288453,136582,null,5,3820
320772,9834,745075,5356306,null,1,15327
320773,57152,967593,3884863,null,1,19144
320774,42770,979680,7644716,null,3,15229
320775,40126,727421,6617026,null,1,4660
320776,31323,583316,2037829,null,1,17966
320777,25845,678028,1595008,null,1,15824
320778,49366,728688,5110367,null,1,18740
320779,60339,722295,6440050,null,5,11592
320780,35817,733580,7922631,null,1,8341
320781,51180,296240,7069151,null,5,7035
320782,806,336992,4072254,null,3,15351
320783,1620,33362,543859,null,3,6057
320784,54244,924008,7542494,null,1,3416
320785,60204,621817,1723455,null,5,12454
320786,69784,961204,383163,null,3,7684
320787,73083,881534,332857,null,1,623
320788,68500,776570,2559022,null,4,7518
320789,77649,473176,3544580,null,3,913
320790,74933,547471,4825112,null,2,5849
320791,66107,111767,7216829,null,1,7296
320792,71255,871488,6745012,null,4,3346
320793,12888,324952,4712893,null,2,6472
320794,27924,531197,4408306,null,5,6994
320795,60929,858177,1931621,null,2,1132
320796,22632,180141,6422516,null,2,19531
320797,35867,363686,597132,null,4,12428
320798,9782,360342,2316869,null,5,12408
320799,27390,867724,2796240,null,4,2476
320800,42107,274456,1081071,null,1,8667
320801,25242,46992,1806990,null,1,19849
320802,35875,59397,1740369,null,4,3568
320803,10225,763972,6566199,null,5,2536
320804,70616,699884,5924509,null,3,8559
320805,69977,578684,3982904,null,5,9080
320806,1200,447856,5170606,null,4,13855
320807,42581,886432,4007591,null,5,1989
320808,19195,502892,355433,null,5,13934
320809,77334,285832,5385889,null,1,7758
320810,67741,927819,4797616,null,5,11361
320811,3131,521684,898593,null,5,1482
320812,16558,722971,3221421,null,1,5800
320813,15684,440377,2823180,null,1,18044
320814,70317,418417,929360,null,2,14711
320815,39169,141267,6152452,null,4,2311
320816,64307,73970,2996052,null,5,16749
320817,73473,673420,7870518,null,4,1790
320818,72660,990302,2415730,null,2,13299
320819,46870,777248,89738,null,1,4175
320820,43742,469460,7052849,null,3,16766
320821,23797,814277,6466544,null,4,6430
320822,76880,183519,1150660,null,5,13443
320823,40709,711707,1560438,null,3,14218
320824,2625,292352,7975941,null,3,11330
320825,48563,376556,389904,null,5,15540
320826,5107,514390,5075809,null,1,3996
320827,70728,721384,2170885,null,3,10615
320828,11422,311891,7791947,null,5,7003
320829,74294,669159,1373302,null,2,6232
320830,1472,791630,789062,null,4,7537
320831,33351,774403,6943843,null,2,3510
320832,59532,553299,1696506,null,5,8915
320833,54232,553789,342372,null,3,17970
320834,14547,222220,4275284,null,2,7902
320835,394,388675,6020176,null,5,6576
320836,51109,391808,3898608,null,5,7878
320837,51173,578871,5198017,null,2,9529
320838,56939,847873,4658916,null,1,16755
320839,37175,886628,1334073,null,2,7767
320840,10019,989444,1393663,null,4,18232
320841,53044,318809,1454135,null,2,10124
320842,45543,178426,3019769,null,3,10065
320843,13776,714412,7863088,null,1,58
320844,16824,475246,1122359,null,3,8153
320845,49975,85648,511136,null,5,16911
320846,44301,305295,5847874,null,4,19172
320847,46274,244644,4969762,null,5,5098
320848,72168,919984,5445718,null,5,18851
320849,50431,398964,7951693,null,2,17209
320850,35112,173306,7717985,null,4,14103
320851,4691,441172,3820395,null,1,19823
320852,52430,307315,828170,null,2,2671
320853,60316,574528,3452795,null,2,4347
320854,17584,517870,7535311,null,5,8153
320855,15708,881075,7539939,null,3,8535
320856,23773,498511,4426975,null,3,19170
320857,61468,766799,5832757,null,1,7169
320858,35769,183135,5759266,null,4,2483
320859,49918,320514,2675074,null,5,11321
320860,57664,943052,3353814,null,4,14948
320861,60550,869150,2146726,null,4,3030
320862,23187,509656,1293329,null,3,7407
320863,65854,988627,3777573,null,4,10333
320864,9620,300336,7654795,null,4,5122
320865,78644,232546,1563124,null,5,15106
320866,48766,75677,3277395,null,1,11776
320867,67138,770296,2449401,null,4,747
320868,5899,574191,6730755,null,3,10459
320869,19522,317382,5096083,null,1,328
320870,33735,463395,3041545,null,5,14754
320871,16523,640782,1700934,null,5,15973
320872,44373,167543,1759728,null,1,320
320873,53105,270320,2357982,null,3,14295
320874,44893,462890,2270603,null,4,12309
320875,66465,886706,3646179,null,5,6109
320876,74145,259346,7928972,null,5,8916
320877,55451,155307,6239041,null,4,19139
320878,17306,991897,5274248,null,4,16248
320879,76045,751207,3242190,null,5,17768
320880,31015,441980,3604922,null,3,3478
320881,23166,672511,3323887,null,2,15087
320882,10579,129382,6133780,null,5,10801
320883,74313,772404,6479755,null,4,17853
320884,21134,114048,3145241,null,4,16599
320885,61656,723455,5343243,null,1,4426
320886,76271,97283,1777123,null,5,11440
320887,16817,875932,5660165,null,2,17666
320888,15895,207644,5869148,null,4,8304
320889,52165,288452,1027084,null,3,1584
320890,12599,101552,3216795,null,3,18948
320891,15005,921568,2073303,null,2,11920
320892,24508,577128,3734990,null,4,4743
320893,17936,809551,2032258,null,4,17720
320894,59864,854972,7140115,null,4,425
320895,76936,581804,4170056,null,3,10074
320896,3349,838358,752405,null,3,6453
320897,28339,281196,5989322,null,2,16658
320898,59475,28902,990364,null,1,15481
320899,6430,554521,3233715,null,2,19989
320900,68748,16568,6552893,null,3,14494
320901,52281,792705,3905798,null,3,5615
320902,42108,189230,165339,null,5,18537
320903,11867,543585,4113579,null,5,14897
320904,18895,302717,6184796,null,4,18682
320905,50904,742164,4743788,null,2,19216
320906,4432,559203,639441,null,1,18305
320907,52917,127555,1422243,null,5,7116
320908,69364,83316,2228851,null,2,12784
320909,74137,760056,475436,null,3,7506
320910,38364,135005,1422262,null,4,739
320911,37783,572765,2908739,null,4,16024
320912,78103,558540,259671,null,4,7618
320913,74540,473716,7151679,null,5,15326
320914,23576,494272,7332368,null,2,6082
320915,3620,114685,5665331,null,4,1036
320916,67214,57431,779510,null,4,9144
320917,26105,640154,6843731,null,4,11785
320918,52493,412690,4495295,null,1,1615
320919,42115,236820,6632044,null,2,6685
320920,50534,594173,1909631,null,2,17129
320921,2321,631114,5491297,null,4,8841
320922,60862,122227,309606,null,5,7303
320923,13245,901318,5448766,null,2,11393
320924,45170,160669,6110403,null,3,14603
320925,50471,156521,2333963,null,1,3688
320926,6524,867138,1216978,null,3,13066
320927,45247,813510,7120224,null,2,9946
320928,77511,827387,4226954,null,5,8839
320929,11038,632209,6194540,null,1,9814
320930,67467,510952,4991896,null,2,16141
320931,13369,114298,5199188,null,4,6714
320932,13460,531054,1872651,null,4,15012
320933,45008,94599,4740476,null,1,9046
320934,2147,582379,4050910,null,1,16837
320935,71517,229749,1239328,null,5,13910
320936,36499,468343,1046958,null,3,19059
320937,26642,488663,2962274,null,4,11656
320938,50012,486601,1067000,null,5,11950
320939,55432,50201,595578,null,2,14901
320940,16271,742949,482105,null,3,13297
320941,75386,585760,7685567,null,1,3726
320942,68157,331787,3156885,null,3,18117
320943,44194,959223,3194799,null,2,11391
320944,60628,292575,5530439,null,4,19493
320945,44433,891516,6702196,null,4,14785
320946,18248,223109,2626296,null,5,2392
320947,67108,462403,1582453,null,5,18470
320948,2711,697327,3665071,null,1,19825
320949,53922,484588,352593,null,4,13699
320950,21723,232539,2738134,null,1,1418
320951,50559,410535,6789763,null,4,13745
320952,59798,427276,6136031,null,2,1092
320953,69733,876794,6745757,null,2,3883
320954,77125,156389,3667931,null,3,6754
320955,61014,486807,4812053,null,5,2357
320956,45588,788369,2303640,null,2,1006
320957,74437,949620,6030314,null,2,3777
320958,50001,41771,2978784,null,2,837
320959,65260,942044,882540,null,5,4229
320960,56058,90706,4019020,null,5,13687
320961,64858,513555,2439297,null,2,14971
320962,48660,604658,6550441,null,5,10894
320963,59460,231856,1213942,null,4,2861
320964,51042,929986,6997172,null,5,10617
320965,24601,381208,6021247,null,5,1896
320966,21700,451204,1616570,null,5,11884
320967,50493,710532,7849172,null,5,293
320968,52781,121004,5511104,null,1,14277
320969,11636,837211,1079510,null,1,16652
320970,59782,658014,2530572,null,4,13823
320971,48253,561255,2335880,null,5,4216
320972,4447,904563,5692864,null,4,2747
320973,35981,748104,5419132,null,5,8401
320974,75621,831409,1413396,null,4,11359
320975,12783,213193,4730183,null,2,12260
320976,73573,434835,765234,null,5,2867
320977,27810,439161,5953196,null,5,10281
320978,61964,332777,2122706,null,2,8862
320979,64506,395511,6764895,null,4,17003
320980,486,615041,6605861,null,5,7946
320981,50795,352017,611155,null,4,3188
320982,40706,869282,6016314,null,4,14996
320983,36451,976207,6124065,null,4,9821
320984,22775,245158,937878,null,5,18414
320985,64042,270315,3425302,null,5,3786
320986,28630,329074,851035,null,5,13652
320987,72424,478273,5529457,null,1,10928
320988,24501,405035,3565697,null,1,5178
320989,26480,786823,3775548,null,1,3630
320990,53838,812687,911101,null,5,8804
320991,74070,667087,412277,null,4,6803
320992,61165,361328,4130340,null,3,3200
320993,3613,539641,6606266,null,2,16723
320994,43808,938178,6398227,null,4,16664
320995,60387,475430,4460873,null,2,5953
320996,40036,608796,914856,null,1,4484
320997,17325,41578,6697622,null,1,18498
320998,6732,343729,5604674,null,1,14100
320999,10763,565300,4645403,null,4,5350
321000,11187,297831,3570123,null,5,13618
321001,13584,567089,582023,null,1,14587
321002,39700,69141,3720432,null,1,1703
321003,31751,852562,7031459,null,3,683
321004,59924,810682,2630210,null,5,18687
321005,32430,920104,207525,null,3,9941
321006,45711,769347,1725314,null,1,13901
321007,71011,423104,2852573,null,2,17333
321008,6771,52873,6358567,null,4,18100
321009,15121,688584,596057,null,4,12585
321010,57638,770396,1325640,null,5,5469
321011,76382,591379,7043337,null,5,4357
321012,67830,841968,6965078,null,3,6827
321013,19558,822279,6558519,null,1,3974
321014,22684,257771,672873,null,3,4021
321015,76646,417319,7115684,null,5,16532
321016,65357,41279,2787461,null,3,16943
321017,20173,610248,6946061,null,3,197
321018,18699,953533,4542066,null,3,11331
321019,28009,6751,915903,null,3,9630
321020,42310,925223,5113769,null,5,16945
321021,76510,704789,262828,null,4,13816
321022,28986,120060,4597098,null,1,14249
321023,4322,44953,4193700,null,1,1801
321024,39325,443823,7088208,null,4,12576
321025,17344,717166,5221211,null,1,4077
321026,16157,919416,2009810,null,3,11785
321027,20078,229757,3837154,null,5,14823
321028,16705,541633,2936002,null,1,1191
321029,22793,657951,3422174,null,2,2334
321030,8218,900822,5527224,null,3,19379
321031,5197,783445,1015272,null,3,18577
321032,63877,938839,2898773,null,5,13563
321033,71537,176914,1184685,null,4,3204
321034,26794,783359,7577847,null,5,18635
321035,75141,260609,4588788,null,4,17026
321036,49093,17198,48820,null,2,17868
321037,49792,163952,737415,null,4,7092
321038,41091,69752,6739693,null,5,318
321039,9010,693812,2106291,null,1,15304
321040,9153,345894,1786465,null,1,10197
321041,1908,909031,903446,null,5,3772
321042,44773,810509,2607581,null,2,6422
321043,51248,330539,3438739,null,2,7755
321044,38378,507742,5350116,null,4,5828
321045,32209,905231,2452223,null,4,6552
321046,58651,444618,180553,null,3,8856
321047,71540,462514,7175326,null,2,9608
321048,66232,45040,801718,null,5,19216
321049,36927,277467,987881,null,2,7591
321050,35695,206549,159262,null,2,2410
321051,44409,109784,6736693,null,3,16644
321052,74289,730433,4482513,null,3,14728
321053,32363,643566,4339497,null,4,12884
321054,72141,609950,1349674,null,1,16532
321055,65141,619325,5332470,null,5,18662
321056,56738,315650,1376625,null,5,1873
321057,64953,542394,5824435,null,4,10843
321058,68055,337971,6666492,null,5,4337
321059,60229,676478,981687,null,3,4270
321060,76199,699320,6645292,null,1,4539
321061,2598,218481,7073619,null,2,10863
321062,26365,193766,5166080,null,3,6579
321063,47961,154230,765692,null,5,17970
321064,23031,566029,4457352,null,2,9409
321065,37540,225942,7001781,null,1,1115
321066,28417,592446,2635662,null,3,16807
321067,10603,303926,82628,null,5,11788
321068,64822,972857,602225,null,5,13104
321069,15132,363692,4938253,null,5,11073
321070,79059,49714,7715780,null,2,16870
321071,71221,74147,1659854,null,5,3136
321072,78946,792946,2513472,null,5,16628
321073,56646,666315,6157248,null,5,10395
321074,44699,589313,3711111,null,4,1631
321075,10934,808336,7228283,null,2,14779
321076,62647,430785,6577256,null,5,4683
321077,50858,31756,1604807,null,1,7883
321078,60282,751174,2753315,null,4,6211
321079,36158,201116,4325886,null,4,17317
321080,23510,43036,4372350,null,3,15641
321081,65032,908122,3371645,null,2,3686
321082,48301,151315,1535400,null,4,7334
321083,49592,534343,7065559,null,5,4722
321084,28905,703646,3593264,null,1,17957
321085,72834,104736,7697673,null,4,13726
321086,58714,660815,6417040,null,4,2662
321087,54115,396599,2335599,null,2,5791
321088,14238,561353,7008958,null,2,13014
321089,23499,750179,5930981,null,5,14521
321090,76814,211826,7636725,null,3,19747
321091,11568,428354,7835394,null,5,14109
321092,40091,776586,6755379,null,3,11923
321093,18754,434653,3455092,null,1,18751
321094,59288,453262,5629149,null,2,13474
321095,53842,23668,5369599,null,3,3978
321096,2726,29932,5655483,null,2,1618
321097,18991,450823,937364,null,5,2293
321098,60581,35147,2250002,null,4,18616
321099,23281,711229,2327892,null,5,10889
321100,54848,737053,1876472,null,4,13528
321101,24646,923690,1804881,null,2,1928
321102,10460,159433,5261350,null,5,4740
321103,67540,369500,1065992,null,3,12273
321104,11358,170690,835203,null,3,1432
321105,33262,515795,5276668,null,3,12544
321106,44464,388075,7706731,null,5,4982
321107,58744,651749,4483036,null,3,18348
321108,79606,163669,7714678,null,1,13879
321109,16117,720513,5804438,null,2,14979
321110,27844,854523,2639998,null,5,13448
321111,63248,282479,697587,null,4,3428
321112,63504,917163,264616,null,3,14163
321113,56294,884116,7739197,null,5,17993
321114,73057,679580,1637112,null,1,4615
321115,29502,112485,4517301,null,3,12611
321116,24541,500292,5912486,null,3,9295
321117,68262,651761,2034144,null,1,17076
321118,26644,604264,1444245,null,5,1730
321119,62864,250942,696357,null,2,16193
321120,26031,174568,609978,null,1,6525
321121,3211,170950,5857478,null,3,15411
