ID,COSTO_SERVICIOS,PERSONA
1663,564537,39657
1664,216114,83978
1665,106860,69007
1666,703326,107797
1667,224661,72428
1668,248750,68813
1669,656291,50248
1670,605436,97736
1671,674570,139347
1672,180140,35880
1673,947514,51589
1674,954582,77782
1675,988604,67201
1676,1135,46337
1677,122827,125595
1678,286858,77589
1679,665770,16286
1680,292898,1725
1681,3787,99261
1682,149834,52226
1683,647860,31662
1684,148872,10169
1685,659483,42575
1686,186010,17400
1687,54282,50815
1688,15750,43600
1689,384372,112059
1690,799170,36734
1691,594197,114000
1692,143610,1010
1693,425162,39500
1694,440614,54426
1695,35076,67153
1696,343525,59627
1697,246294,37556
1698,224156,110495
1699,60933,115427
1700,384140,85249
1701,522960,62312
1702,129310,113360
1703,987548,103653
1704,755553,38503
1705,358161,42587
1706,101106,39221
1707,176656,97695
1708,441024,34659
1709,679439,87250
1710,38186,149222
1711,680064,140291
1712,854839,114479
1713,372443,121744
1714,475598,96638
1715,45094,100999
1716,869421,18551
1717,946282,9855
1718,40476,31939
1719,377014,135071
1720,925770,113896
1721,61880,90574
1722,108194,46150
1723,45153,81433
1724,585473,24711
1725,202885,119485
1726,297922,58416
1727,298689,51864
1728,924400,16506
1729,568072,41896
1730,482576,15490
1731,671348,49990
1732,88504,108436
1733,266727,110705
1734,690830,122790
1735,312129,91020
1736,105765,53477
1737,71430,83940
1738,666793,24879
1739,303058,98984
1740,410469,134163
1741,445311,29414
1742,651686,59604
1743,889867,89803
1744,177626,14174
1745,761899,143177
1746,525977,145580
1747,130808,107645
1748,827766,23937
1749,782352,9045
1750,896264,120972
1751,373340,147741
1752,235271,42639
1753,773218,17651
1754,321165,122597
1755,303763,21005
1756,792060,4614
1757,772053,54341
1758,910342,116181
1759,95566,113410
1760,730024,3915
1761,623428,96834
1762,575003,21797
1763,822879,110220
1764,96191,141226
1765,845309,139218
1766,478367,50284
1767,312234,146540
1768,952790,81122
1769,345917,142380
1770,991158,60079
1771,361678,46605
1772,224151,74091
1773,319520,41089
1774,689344,55355
1775,27529,114301
1776,889253,122508
1777,433985,59117
1778,989393,119600
1779,606780,131284
1780,990522,108121
1781,567311,9536
1782,173135,5687
1783,379821,97656
1784,919533,42918
1785,563953,16069
1786,276121,72261
1787,107355,35754
1788,738796,51933
1789,468674,99647
1790,220665,98039
1791,125811,129778
1792,713182,102178
1793,338723,37111
1794,951872,112381
1795,492702,77532
1796,350775,4732
1797,59696,107045
1798,286272,71273
1799,912855,79243
1800,232468,15322
1801,561300,106015
1802,963707,123647
1803,62987,1872
1804,587287,46902
1805,854331,71506
1806,869846,109715
1807,60996,65045
1808,375352,59359
1809,329785,61746
1810,900477,72451
1811,602939,136103
1812,870433,142090
1813,836356,102996
1814,307742,145871
1815,752951,128054
1816,373676,62209
1817,463287,146356
1818,404675,31515
1819,505243,16717
1820,476557,47994
1821,118715,46624
1822,14481,18785
1823,558950,39922
1824,799463,20174
1825,220016,28086
1826,433469,91459
1827,166955,142975
1828,874110,864
1829,727396,52194
1830,474058,26951
1831,804741,78817
1832,93546,66889
1833,31204,131750
1834,757502,102896
1835,574563,48618
1836,715764,41605
1837,109518,39207
1838,484292,43105
1839,798566,76770
1840,713751,145264
1841,897604,116857
1842,748435,2382
1843,838841,146888
1844,362133,32237
1845,391845,74920
1846,190802,138854
1847,434471,95482
1848,469869,97620
1849,629925,99624
1850,884592,89305
1851,329212,34030
1852,428756,143397
1853,607779,36618
1854,811719,106945
1855,532186,146952
1856,436138,18615
1857,20376,55401
1858,346439,73921
1859,883137,38413
1860,876680,79799
1861,384088,46933
1862,976096,5500
1863,966784,67539
1864,553735,75195
1865,609960,120847
1866,789719,138289
1867,622502,36638
1868,173492,69141
1869,306371,75153
1870,161017,138798
1871,856319,969
1872,283982,22472
1873,998014,9117
1874,28075,115955
1875,604872,113495
1876,172677,61600
1877,119246,3576
1878,970347,89843
1879,130992,110247
1880,245444,55152
1881,475798,50164
1882,412518,69365
1883,849565,6286
1884,640467,46617
1885,810501,23451
1886,645126,73217
1887,4009,120345
1888,254214,62887
1889,82169,41407
1890,87335,122606
1891,742994,132629
1892,567017,123045
1893,592213,85185
1894,54504,43426
1895,652072,28644
1896,712514,69002
1897,994977,615
1898,750904,10167
1899,225888,77283
1900,544178,57031
1901,501881,10920
1902,580917,74015
1903,482233,143754
1904,530057,112950
1905,612292,33206
1906,541987,12174
1907,860892,76994
1908,47640,47108
1909,111969,123246
1910,49027,3013
1911,654777,136269
1912,573549,140657
1913,559242,41643
1914,239462,57913
1915,730004,37217
1916,19783,58397
1917,966392,113396
1918,961015,58476
1919,611756,137258
1920,605924,142660
1921,614234,24313
1922,723404,14133
1923,486027,19935
1924,911452,49119
1925,387074,21786
1926,375668,103131
1927,476108,147738
1928,317591,10673
1929,473375,49777
1930,152451,44744
1931,671841,4286
1932,511339,79906
1933,687588,33098
1934,960816,108442
1935,853595,130668
1936,660414,99587
1937,607369,85284
1938,120182,53848
1939,129131,54161
1940,880367,107478
1941,949940,114358
1942,872779,131048
1943,76893,78874
1944,344490,117386
1945,608954,144375
1946,971812,99789
1947,469085,40482
1948,89076,120795
1949,634788,133126
1950,825315,88286
1951,676237,107567
1952,912531,43823
1953,308752,136975
1954,510719,56876
1955,710316,1752
1956,105866,6008
1957,969017,78834
1958,245273,73666
1959,233429,34885
1960,135166,32853
1961,637475,80796
1962,772780,47416
1963,799384,10039
1964,626051,75778
1965,220950,75182
1966,283918,11644
1967,579231,138994
1968,602726,42215
1969,854758,50650
1970,714207,89034
1971,972846,25868
1972,285298,55941
1973,946842,101007
1974,641512,22569
1975,825723,11899
1976,139400,75057
1977,337099,74560
1978,851151,147974
1979,321135,5229
1980,483561,24183
1981,171365,135117
1982,218821,20262
1983,715351,146703
1984,155543,18401
1985,304164,105281
1986,150090,138346
1987,528273,148977
1988,994180,72580
1989,40713,83988
1990,896825,6883
1991,195577,31329
1992,663666,83878
1993,174378,49808
1994,591739,56523
1995,960228,95787
1996,289041,136137
1997,204212,133035
1998,958830,59646
1999,659233,59864
2000,904548,63872
2001,489353,77373
2002,811321,52859
2003,730058,133604
2004,140853,58477
2005,126442,110693
2006,709036,80937
2007,417556,31726
2008,20995,135166
2009,981358,20130
2010,100556,51148
2011,860817,80764
2012,723253,71853
2013,311367,114318
2014,596115,147032
2015,908853,94693
2016,966552,47757
2017,842121,1563
2018,638760,73739
2019,302605,44318
2020,221331,42335
2021,891283,60197
2022,94535,148185
2023,574280,101785
2024,229095,108547
2025,461099,60133
2026,467854,59740
2027,167551,93342
2028,141634,22462
2029,914816,120931
2030,335490,60258
2031,650176,17699
2032,834554,25092
2033,600748,46464
2034,27421,46658
2035,176500,136319
2036,980655,84924
2037,618417,90765
2038,928379,129665
2039,373345,82498
2040,687381,18404
2041,278656,77294
2042,302039,149624
2043,875989,87079
2044,450311,93352
2045,598229,144320
2046,732997,111089
2047,463510,81969
2048,102000,141374
2049,232685,78557
2050,626709,53101
2051,884203,114386
2052,453769,9932
2053,236097,114511
2054,685997,75616
2055,260335,114471
2056,685475,3837
2057,953462,137498
2058,667067,137721
2059,203003,127959
2060,609730,73898
2061,596254,35303
2062,463304,4947
2063,280305,2614
2064,581350,101586
2065,822877,47132
2066,939284,40103
2067,111647,14699
2068,570727,48507
2069,359865,12496
2070,101900,62909
2071,170548,100394
2072,118676,13873
2073,720813,120881
2074,10090,54982
2075,943701,60919
2076,804267,46196
2077,667187,57104
2078,580404,81352
2079,196117,40679
2080,318856,2562
2081,215905,69249
2082,589979,135031
2083,745652,71212
2084,264061,78719
2085,169714,72849
2086,954451,93681
2087,436833,89949
2088,970516,20582
2089,316484,143677
2090,29369,2279
2091,474419,109812
2092,339117,96915
2093,268526,44302
2094,329764,95849
2095,681133,148024
2096,976710,143348
2097,535641,78120
2098,550685,131141
2099,636277,51158
2100,273418,81459
2101,520998,112276
2102,913630,119560
2103,704396,61247
2104,759517,66963
2105,650205,9881
2106,74506,23506
2107,130393,104642
2108,321735,79070
2109,734928,23680
2110,496163,70693
2111,675124,98949
2112,105347,112455
2113,626830,2807
2114,133488,92809
2115,202289,40914
2116,401586,55990
2117,525060,134481
2118,407048,140045
2119,785328,149665
2120,439953,117582
2121,789240,145211
2122,326343,10373
2123,679622,102607
2124,514006,10350
2125,148103,25016
2126,508753,73306
2127,130252,64628
2128,799252,145082
2129,306803,137876
2130,908888,147114
2131,768748,48636
2132,639192,38322
2133,255441,51430
2134,238365,45097
2135,898570,144776
2136,51809,12681
2137,374895,95409
2138,600584,1268
2139,422350,6429
2140,913064,93312
2141,44418,39367
2142,579738,139375
2143,568049,72566
2144,136005,95337
2145,170217,74767
2146,752015,86751
2147,100795,50978
2148,252889,56006
2149,932693,32288
2150,331507,7237
2151,68282,82083
2152,581207,115
2153,516415,71448
2154,259227,94279
2155,531549,71934
2156,268,74100
2157,673345,120957
2158,630308,47410
2159,579613,91189
2160,610001,2557
2161,722450,32161
2162,836360,147733
2163,184922,38883
2164,844963,44020
2165,420130,95168
2166,189487,87832
2167,572861,143891
2168,385936,89131
2169,146242,27483
2170,660415,37484
2171,333386,67758
2172,227723,66304
2173,340990,97294
2174,60589,117715
2175,126443,137643
2176,137727,31067
2177,871817,146293
2178,604376,100903
2179,710872,17022
2180,363296,81402
2181,428461,148108
2182,923133,22781
2183,264429,144585
2184,658762,96057
2185,199304,105804
2186,944901,68278
2187,677116,116933
2188,870102,131332
2189,396548,31740
2190,745800,103952
2191,853969,70578
2192,491216,77144
2193,280013,67477
2194,253877,65472
2195,53619,959
2196,876096,119601
2197,823194,27591
2198,543289,132525
2199,307666,41016
2200,728741,7193
2201,679545,51225
2202,471145,122920
2203,670741,48890
2204,866931,33777
2205,251063,118700
2206,128423,92915
2207,252988,73030
2208,295086,120714
2209,772090,54316
2210,44895,49037
2211,526576,89019
2212,456916,57827
2213,532278,41473
2214,569947,139157
2215,76872,124027
2216,731411,134977
2217,794291,24848
2218,879133,56038
2219,925044,83362
2220,370654,45090
2221,468176,122422
2222,409131,128817
2223,804491,148293
2224,494790,72345
2225,878908,29648
2226,194380,48265
2227,629075,90249
2228,494132,124873
2229,5019,5096
2230,87748,17753
2231,845590,69285
2232,494178,35186
2233,713492,28180
2234,828233,71986
2235,19910,36670
2236,227738,2136
2237,69381,51942
2238,60861,77073
2239,660316,52522
2240,367319,88542
2241,729099,148490
2242,962052,16207
2243,906931,102205
2244,670267,82544
2245,693405,60866
2246,602603,11690
2247,182422,21781
2248,729843,144999
2249,820845,25443
2250,188989,108748
2251,892958,132854
2252,435725,610
2253,742168,118285
2254,876251,139731
2255,675617,126370
2256,235226,33310
2257,135531,29673
2258,388693,37660
2259,106147,68202
2260,186064,31321
2261,31973,132212
2262,474692,36946
2263,587376,30231
2264,346941,77646
2265,667011,70185
2266,796217,84025
2267,657699,32550
2268,411684,19526
2269,705102,28497
2270,529743,76343
2271,374804,89469
2272,958394,64116
2273,605667,53313
2274,980373,8216
2275,963109,105582
2276,94363,64333
2277,842952,57213
2278,835308,136468
2279,993031,7286
2280,1563,9189
2281,838570,46298
2282,13286,85200
2283,551862,120156
2284,823979,147275
2285,963455,52709
2286,680263,1152
2287,393919,52114
2288,518534,116614
2289,287378,2454
2290,581907,107330
2291,732292,79024
2292,128411,32439
2293,630653,56238
2294,295048,27423
2295,44795,79005
2296,633499,32123
2297,326131,33312
2298,602384,65039
2299,534397,16151
2300,227599,16113
2301,522255,98576
2302,603448,4023
2303,37253,111670
2304,166025,125177
2305,912453,70115
2306,432878,96364
2307,520370,77459
2308,523411,11087
2309,215606,98257
2310,953420,79073
2311,986377,61235
2312,347316,81885
2313,960279,138325
2314,389401,12359
2315,648890,113680
2316,743795,6905
2317,891403,23079
2318,361670,101659
2319,436697,51
2320,619519,71891
2321,287794,117049
2322,780949,18807
2323,137735,129042
2324,526984,124461
2325,761619,112893
2326,60193,29921
2327,502373,79859
2328,178212,77417
2329,624182,6386
2330,707231,75224
2331,453002,135494
2332,697001,138152
2333,774757,11338
2334,750288,97371
2335,196242,143525
2336,762979,82857
2337,579740,10768
2338,352520,54933
2339,186951,13033
2340,479403,75970
2341,466471,98074
2342,36174,24524
2343,782393,51471
2344,594064,26843
2345,103796,27848
2346,795007,35474
2347,862167,81926
2348,895548,38222
2349,998299,82517
2350,194923,110347
2351,189617,110808
2352,63054,64490
2353,852367,99816
2354,753093,84490
2355,632893,37466
2356,887955,124252
2357,692988,68784
2358,983273,134134
2359,658181,17844
2360,496037,87113
2361,348002,67569
2362,214469,134204
2363,289818,10611
2364,443325,26403
2365,970300,48541
2366,91792,115012
2367,248761,16116
2368,893555,129812
2369,545772,110085
2370,395945,120501
2371,709807,818
2372,673733,63335
2373,344410,93428
2374,726598,44019
2375,783169,70595
2376,670558,70475
2377,672526,17992
2378,540084,67801
2379,852803,100709
2380,667485,106721
2381,280959,77959
2382,262361,37235
2383,365091,135312
2384,835306,37802
2385,345707,127989
2386,960950,17417
2387,725630,99737
2388,596168,126412
2389,986107,31848
2390,456705,6801
2391,567417,86988
2392,286196,112092
2393,734952,42358
2394,885831,111261
2395,732086,29955
2396,168177,87204
2397,583913,91457
2398,744834,8388
2399,542871,60073
2400,889544,89961
2401,280841,42928
2402,46600,144686
2403,740852,50091
2404,339840,13912
2405,804794,139126
2406,40442,113921
2407,570930,34525
2408,558606,97031
2409,206164,70984
2410,498139,121233
2411,592315,34798
2412,882672,72913
2413,108579,37610
2414,935083,108359
2415,46497,81825
2416,891742,2601
2417,327653,88080
2418,582518,125264
2419,673498,104989
2420,89858,85018
2421,158338,51016
2422,397298,38545
2423,273726,60006
2424,625894,71566
2425,635054,26863
2426,740320,57220
2427,805733,70287
2428,247033,4312
2429,444422,14290
2430,915907,45115
2431,728292,24281
2432,338898,11705
2433,603208,18676
2434,167836,125989
2435,290560,129562
2436,680632,16561
2437,173754,124223
2438,356727,47036
2439,575951,76201
2440,453267,108184
2441,811133,97457
2442,798597,94412
2443,507742,85236
2444,323334,79942
2445,868064,104242
2446,33230,77894
2447,216703,126728
2448,192624,57314
2449,809654,23014
2450,540184,36187
2451,345423,137170
2452,533758,127111
2453,890609,86662
2454,285531,20855
2455,465542,134557
2456,814947,119541
2457,277286,127221
2458,717308,120285
2459,380935,66110
2460,526091,133221
2461,955360,103048
2462,692295,33097
2463,950220,104998
2464,484029,22549
2465,780714,122473
2466,390481,39796
2467,283926,129617
2468,449879,4039
2469,418140,60803
2470,364233,88481
2471,293535,124964
2472,924327,120878
2473,646492,52369
2474,490992,97474
2475,352060,55143
2476,742468,75366
2477,306417,38930
2478,252205,136790
2479,536600,39061
2480,258835,91446
2481,897922,79247
2482,748696,118484
2483,802852,96990
2484,805463,112477
2485,889120,23158
2486,685493,61830
2487,861003,13620
2488,626286,28952
2489,952949,24289
2490,404296,38046
2491,908346,16344
2492,940393,106062
2493,840800,133922
2494,314050,116772
2495,673341,89694
2496,664255,38914
2497,449552,31369
2498,89085,19147
2499,272558,148511
2500,135509,135154
2501,586863,128932
2502,992706,13215
2503,952165,651
2504,358611,11142
2505,415876,64206
2506,841477,125954
2507,704993,9111
2508,170188,123281
2509,333845,5601
2510,954459,139002
2511,311167,10953
2512,236119,55207
2513,693305,17363
2514,226906,81917
2515,675394,25773
2516,581058,4286
2517,414235,98071
2518,877267,45252
2519,653495,74916
2520,252080,95817
2521,307273,105158
2522,574103,121590
2523,643789,46112
2524,993407,54706
2525,587923,127211
2526,576850,104713
2527,665662,48029
2528,745735,45358
2529,213120,135245
2530,852269,124683
2531,126371,88127
2532,940595,147069
2533,126100,3554
2534,297323,16988
2535,163188,122092
2536,165598,104065
2537,49243,96053
2538,510258,54828
2539,918131,59842
2540,834678,43481
2541,201459,16899
