ID,PRECIO,HOSTAL,ESTADO
240932,237291,1789,deshabilitado
240933,275048,11965,habilitado
240934,355093,8764,habilitado
240935,389232,14714,deshabilitado
240936,98120,12985,deshabilitado
240937,58306,1913,habilitado
240938,461045,7627,habilitado
240939,493211,8040,deshabilitado
240940,330949,2977,habilitado
240941,127370,7529,deshabilitado
240942,245481,6013,habilitado
240943,327615,5346,deshabilitado
240944,51902,9465,habilitado
240945,474544,1386,habilitado
240946,337936,17951,habilitado
240947,342539,18886,habilitado
240948,133557,15893,habilitado
240949,95208,443,habilitado
240950,410564,8534,deshabilitado
240951,218295,2484,habilitado
240952,367670,19724,habilitado
240953,300563,14021,habilitado
240954,270571,6768,deshabilitado
240955,213776,18306,deshabilitado
240956,73357,11268,habilitado
240957,117301,19246,deshabilitado
240958,411843,4173,deshabilitado
240959,79800,12999,deshabilitado
240960,50849,4727,habilitado
240961,321791,13521,habilitado
240962,146735,13738,deshabilitado
240963,285877,2972,deshabilitado
240964,294797,17125,deshabilitado
240965,329318,11437,deshabilitado
240966,186390,12234,deshabilitado
240967,170555,10711,habilitado
240968,488923,13606,habilitado
240969,78643,9046,deshabilitado
240970,134016,6568,deshabilitado
240971,148568,6322,deshabilitado
240972,158709,1996,deshabilitado
240973,497873,11656,habilitado
240974,81937,9439,deshabilitado
240975,362286,9307,habilitado
240976,7618,1088,deshabilitado
240977,181417,15263,deshabilitado
240978,418043,4809,deshabilitado
240979,234237,5235,habilitado
240980,291399,8117,deshabilitado
240981,186399,7517,deshabilitado
240982,306442,9140,deshabilitado
240983,165710,19057,deshabilitado
240984,19322,10749,deshabilitado
240985,182829,3840,deshabilitado
240986,192758,17789,deshabilitado
240987,491272,9628,habilitado
240988,29328,5358,habilitado
240989,359523,6343,habilitado
240990,74004,5754,habilitado
240991,476885,6892,deshabilitado
240992,411825,10869,habilitado
240993,56674,5262,deshabilitado
240994,376871,11099,habilitado
240995,127373,12071,deshabilitado
240996,336335,15373,deshabilitado
240997,353972,15026,deshabilitado
240998,121004,17786,habilitado
240999,60945,6448,habilitado
241000,216466,12215,deshabilitado
241001,383841,9288,habilitado
241002,182429,19193,deshabilitado
241003,341796,9030,habilitado
241004,121190,1078,habilitado
241005,485044,4550,habilitado
241006,70818,7355,habilitado
241007,129347,10473,habilitado
241008,417638,10803,habilitado
241009,185889,6371,habilitado
241010,256448,16325,deshabilitado
241011,345498,8702,habilitado
241012,461149,15190,deshabilitado
241013,311430,18545,habilitado
241014,241687,8254,habilitado
241015,497375,7713,habilitado
241016,230621,9581,habilitado
241017,310442,17733,habilitado
241018,20229,5989,habilitado
241019,183032,19472,deshabilitado
241020,16596,11533,deshabilitado
241021,158758,14147,habilitado
241022,144015,8027,deshabilitado
241023,284248,10485,habilitado
241024,469859,16458,habilitado
241025,135589,8285,deshabilitado
241026,267243,11106,habilitado
241027,441260,2134,habilitado
241028,51737,7762,deshabilitado
241029,239553,15066,deshabilitado
241030,34043,16772,deshabilitado
241031,303356,4651,habilitado
241032,91082,19990,deshabilitado
241033,52387,7139,deshabilitado
241034,233806,4898,habilitado
241035,64111,18776,deshabilitado
241036,83427,3535,habilitado
241037,285034,19971,deshabilitado
241038,246503,18210,deshabilitado
241039,302427,15753,habilitado
241040,355260,12397,deshabilitado
241041,8942,14471,deshabilitado
241042,238818,16851,habilitado
241043,310587,8671,habilitado
241044,58847,17014,deshabilitado
241045,105253,12980,habilitado
241046,260080,6850,habilitado
241047,272164,8280,deshabilitado
241048,136911,13480,habilitado
241049,172438,10369,habilitado
241050,407868,1483,habilitado
241051,281453,8968,deshabilitado
241052,194093,13937,habilitado
241053,134850,7637,deshabilitado
241054,467563,17925,deshabilitado
241055,207233,11181,deshabilitado
241056,93188,19868,deshabilitado
241057,396248,7702,habilitado
241058,323978,18579,deshabilitado
241059,42176,19136,deshabilitado
241060,204793,5792,deshabilitado
241061,492341,5220,habilitado
241062,183471,18964,deshabilitado
241063,101597,3782,habilitado
241064,464798,14975,habilitado
241065,65849,17303,deshabilitado
241066,25332,15517,habilitado
241067,231494,2758,deshabilitado
241068,201335,545,deshabilitado
241069,41586,9964,habilitado
241070,432467,8025,habilitado
241071,243490,7657,habilitado
241072,28174,13212,deshabilitado
241073,445306,12757,deshabilitado
241074,36330,19473,deshabilitado
241075,447947,16694,deshabilitado
241076,447529,19227,habilitado
241077,348243,11157,habilitado
241078,171367,12024,deshabilitado
241079,119440,16451,habilitado
241080,441292,8527,habilitado
241081,294868,14868,habilitado
241082,112933,8962,habilitado
241083,333476,3799,habilitado
241084,331216,10013,deshabilitado
241085,184273,12439,deshabilitado
241086,144808,10449,deshabilitado
241087,35095,5405,deshabilitado
241088,489239,8470,deshabilitado
241089,425074,2828,deshabilitado
241090,295,1573,habilitado
241091,126789,11065,habilitado
241092,472127,335,habilitado
241093,286956,10230,habilitado
241094,460856,14014,habilitado
241095,14508,8048,deshabilitado
241096,462946,15325,habilitado
241097,297346,6766,deshabilitado
241098,288357,8677,habilitado
241099,64480,3530,deshabilitado
241100,34168,7871,habilitado
241101,77044,11292,deshabilitado
241102,178450,6759,habilitado
241103,58573,1242,deshabilitado
241104,383451,2314,habilitado
241105,314282,15978,deshabilitado
241106,376212,9089,deshabilitado
241107,91491,11921,habilitado
241108,198485,5690,habilitado
241109,54251,10099,habilitado
241110,257180,17789,deshabilitado
241111,297517,14010,habilitado
241112,267249,7919,habilitado
241113,175831,18714,deshabilitado
241114,160954,8363,deshabilitado
241115,302196,19231,deshabilitado
241116,118613,11229,habilitado
241117,429303,4587,deshabilitado
241118,379029,2355,habilitado
241119,398239,16526,habilitado
241120,81222,63,habilitado
241121,444170,9945,deshabilitado
241122,136551,6439,deshabilitado
241123,411094,10728,deshabilitado
241124,159635,13316,habilitado
241125,464200,17977,deshabilitado
241126,156871,14518,deshabilitado
241127,130441,2868,deshabilitado
241128,203493,6950,habilitado
241129,229811,15587,habilitado
241130,414536,9904,habilitado
241131,365461,5108,deshabilitado
241132,259522,618,habilitado
241133,293246,14285,habilitado
241134,435597,19508,habilitado
241135,371007,18527,deshabilitado
241136,194795,13209,habilitado
241137,205033,16162,habilitado
241138,148251,10811,habilitado
241139,84522,6020,habilitado
241140,133717,4744,deshabilitado
241141,130967,17248,habilitado
241142,497366,8964,habilitado
241143,75265,14593,deshabilitado
241144,176449,5265,habilitado
241145,498084,15081,deshabilitado
241146,428094,18256,deshabilitado
241147,487909,17218,deshabilitado
241148,111639,14920,deshabilitado
241149,127498,1151,habilitado
241150,253271,12551,deshabilitado
241151,325024,5827,deshabilitado
241152,317123,13221,habilitado
241153,344314,15921,deshabilitado
241154,409008,12150,deshabilitado
241155,84582,7418,habilitado
241156,4350,7197,habilitado
241157,365130,4060,deshabilitado
241158,346112,7642,habilitado
241159,276288,8015,deshabilitado
241160,224526,8117,deshabilitado
241161,444254,7617,deshabilitado
241162,210615,7847,deshabilitado
241163,477241,8221,deshabilitado
241164,168327,13435,deshabilitado
241165,302851,3144,habilitado
241166,398045,9180,deshabilitado
241167,124911,1837,habilitado
241168,80267,706,habilitado
241169,241607,14254,habilitado
241170,128272,16255,deshabilitado
241171,404445,1210,deshabilitado
241172,198334,1117,deshabilitado
241173,2088,19195,deshabilitado
241174,246286,19605,deshabilitado
241175,23937,11289,habilitado
241176,286403,13734,habilitado
241177,377286,9546,deshabilitado
241178,48220,9844,habilitado
241179,389297,6211,deshabilitado
241180,198885,16236,habilitado
241181,152137,10727,deshabilitado
241182,78126,7164,habilitado
241183,196862,14309,deshabilitado
241184,406695,10276,deshabilitado
241185,428813,1045,habilitado
241186,143455,38,deshabilitado
241187,258456,317,habilitado
241188,329076,18830,habilitado
241189,349014,2406,habilitado
241190,14884,1552,habilitado
241191,362823,18083,deshabilitado
241192,403279,583,deshabilitado
241193,152849,14005,habilitado
241194,107482,8582,habilitado
241195,380013,2145,deshabilitado
241196,262419,19435,habilitado
241197,359653,6386,deshabilitado
241198,200822,11609,habilitado
241199,275028,17418,habilitado
241200,264040,3145,habilitado
241201,36620,4686,deshabilitado
241202,472167,118,deshabilitado
241203,455562,5647,habilitado
241204,321574,11331,deshabilitado
241205,33108,5510,deshabilitado
241206,47686,19078,deshabilitado
241207,67837,4106,habilitado
241208,461278,17129,habilitado
241209,96861,15456,deshabilitado
241210,116887,17904,habilitado
241211,444631,3534,habilitado
241212,285716,10828,habilitado
241213,255866,16746,habilitado
241214,315531,4936,habilitado
241215,74277,17393,deshabilitado
241216,96729,1437,deshabilitado
241217,2269,9573,deshabilitado
241218,137023,3729,habilitado
241219,259673,7210,deshabilitado
241220,439327,18766,deshabilitado
241221,203609,13340,habilitado
241222,47396,6935,habilitado
241223,221741,3008,habilitado
241224,207012,18339,habilitado
241225,425820,14693,deshabilitado
241226,360914,12666,deshabilitado
241227,91792,2485,habilitado
241228,70332,17025,deshabilitado
241229,40593,2310,deshabilitado
241230,303838,6778,habilitado
241231,377173,8607,habilitado
241232,212158,18976,deshabilitado
241233,477884,6327,habilitado
241234,316339,17218,deshabilitado
241235,288653,13246,habilitado
241236,286117,15202,deshabilitado
241237,415319,18123,habilitado
241238,399593,13167,deshabilitado
241239,277225,1864,deshabilitado
241240,194945,18521,deshabilitado
241241,316847,9310,habilitado
241242,197012,13011,habilitado
241243,256813,19192,habilitado
241244,166036,1670,habilitado
241245,148977,1324,deshabilitado
241246,182932,14689,habilitado
241247,312373,18193,habilitado
241248,343470,18036,deshabilitado
241249,29037,12650,deshabilitado
241250,120356,12860,deshabilitado
241251,244249,17204,deshabilitado
241252,66562,5855,deshabilitado
241253,36332,13954,habilitado
241254,57909,16221,habilitado
241255,321760,14409,deshabilitado
241256,397912,18398,deshabilitado
241257,126052,849,deshabilitado
241258,254852,5393,habilitado
241259,145382,16750,deshabilitado
241260,250428,13978,deshabilitado
241261,286495,17361,deshabilitado
241262,481787,3537,habilitado
241263,305995,14403,deshabilitado
241264,218901,12833,habilitado
241265,298766,2240,deshabilitado
241266,448118,15329,habilitado
241267,317274,13723,deshabilitado
241268,343392,8311,habilitado
241269,180778,15668,deshabilitado
241270,313259,11697,habilitado
241271,383927,17742,habilitado
241272,266151,13208,habilitado
241273,368498,7625,habilitado
241274,437989,2374,habilitado
241275,326260,10760,habilitado
241276,409640,2590,habilitado
241277,359725,2802,habilitado
241278,427430,19637,habilitado
241279,378037,12300,habilitado
241280,41580,463,deshabilitado
241281,394086,10932,deshabilitado
241282,429722,14591,deshabilitado
241283,491564,3575,habilitado
241284,81479,10207,deshabilitado
241285,73855,16017,deshabilitado
241286,271413,16343,habilitado
241287,420204,10989,deshabilitado
241288,191549,11436,habilitado
241289,103705,4371,habilitado
241290,143408,4786,habilitado
241291,287937,7618,deshabilitado
241292,267694,3406,deshabilitado
241293,495307,348,habilitado
241294,437717,16347,habilitado
241295,164061,559,deshabilitado
241296,213177,1480,deshabilitado
241297,306865,1019,deshabilitado
241298,163208,1162,deshabilitado
241299,466883,13159,habilitado
241300,25539,6933,deshabilitado
241301,20856,13088,habilitado
241302,33559,13824,deshabilitado
241303,177289,5116,habilitado
241304,40478,10501,habilitado
241305,331897,1921,habilitado
241306,349887,8673,habilitado
241307,31016,13426,deshabilitado
241308,212445,5793,habilitado
241309,135129,6458,habilitado
241310,272423,11492,deshabilitado
241311,214162,9372,habilitado
241312,70208,19178,deshabilitado
241313,157079,5269,habilitado
241314,171114,15041,deshabilitado
241315,83588,1727,habilitado
241316,273154,1850,habilitado
241317,363513,15196,deshabilitado
241318,331849,12512,deshabilitado
241319,203132,17985,deshabilitado
241320,427228,1965,habilitado
241321,226011,758,deshabilitado
241322,401492,5853,deshabilitado
241323,114274,11918,habilitado
241324,117067,2420,habilitado
241325,359593,1306,habilitado
241326,221536,3664,deshabilitado
241327,38489,14839,deshabilitado
241328,370116,5780,habilitado
241329,137718,7571,habilitado
241330,320159,4904,habilitado
241331,271028,7398,habilitado
241332,374672,161,deshabilitado
241333,151937,1055,habilitado
241334,82077,6649,habilitado
241335,483629,14792,habilitado
241336,202957,1688,deshabilitado
241337,95550,14811,habilitado
241338,271136,17321,habilitado
241339,183792,13956,deshabilitado
241340,96897,16538,habilitado
241341,247720,1577,habilitado
241342,62421,6454,deshabilitado
241343,339328,2751,habilitado
241344,27745,2228,deshabilitado
241345,478008,10209,habilitado
241346,174247,2887,habilitado
241347,40297,10316,habilitado
241348,80934,8732,deshabilitado
241349,202468,17301,habilitado
241350,153893,19219,habilitado
241351,51658,2706,deshabilitado
241352,46550,940,deshabilitado
241353,467859,8230,deshabilitado
241354,230493,6696,deshabilitado
241355,37792,14942,habilitado
241356,4923,6037,habilitado
241357,197960,16219,habilitado
241358,265719,8696,deshabilitado
241359,272604,18281,deshabilitado
241360,143547,2738,habilitado
241361,167228,7129,deshabilitado
241362,253136,9828,habilitado
241363,190331,5649,habilitado
241364,186911,2472,deshabilitado
241365,38670,15838,deshabilitado
241366,403209,10064,deshabilitado
241367,52241,14817,deshabilitado
241368,475220,19569,habilitado
241369,452360,5286,habilitado
241370,398275,3445,deshabilitado
241371,348376,19836,habilitado
241372,347659,19912,deshabilitado
241373,217583,14551,deshabilitado
241374,50437,12364,deshabilitado
241375,208066,13868,habilitado
241376,40719,11827,deshabilitado
241377,368054,1337,deshabilitado
241378,158229,934,deshabilitado
241379,296476,8908,habilitado
241380,354843,4293,deshabilitado
241381,179329,6961,deshabilitado
241382,203368,4424,habilitado
241383,250337,13213,deshabilitado
241384,178720,13774,habilitado
241385,475063,2197,habilitado
241386,41701,14636,deshabilitado
241387,234612,11203,deshabilitado
241388,426062,14894,deshabilitado
241389,256184,7827,habilitado
241390,486958,19629,habilitado
241391,41886,7426,habilitado
241392,155590,4376,habilitado
241393,72998,14993,deshabilitado
241394,402658,8812,habilitado
241395,262751,1800,deshabilitado
241396,457515,1460,habilitado
241397,211076,2536,deshabilitado
241398,37666,7996,habilitado
241399,288815,4557,deshabilitado
241400,303990,7245,habilitado
241401,205039,14834,deshabilitado
241402,484969,7099,deshabilitado
241403,158443,13617,deshabilitado
241404,35654,4311,deshabilitado
241405,95524,18671,deshabilitado
241406,228208,11070,deshabilitado
241407,437792,11339,habilitado
241408,478040,5021,habilitado
241409,96722,10474,deshabilitado
241410,461848,1620,deshabilitado
241411,338780,1515,deshabilitado
241412,389776,15154,deshabilitado
241413,74265,830,habilitado
241414,203487,17386,deshabilitado
241415,456197,18050,deshabilitado
241416,419221,10207,habilitado
