ID,NUM_HABITACIONES,DIRECCION,MENSAJE,PRECIO,EVENTO
400633,25,Pabto Path,null,6751578,9659
400634,19,Loja Center,null,648309,3154
400635,15,Andu Ridge,null,6386571,49971
400636,25,Oloken Court,null,1505179,17458
400637,20,Duzin Road,null,7241459,49999
400638,29,Adiis Manor,null,4209490,3106
400639,17,Jijjol Place,null,6914279,40318
400640,30,Kiwku Path,null,2906168,19604
400641,17,Apamow Way,null,7324014,6136
400642,29,Gerke Mill,null,1043575,15924
400643,17,Igre Park,null,776550,8006
400644,15,Insar Pass,null,4739670,37046
400645,15,Hebwif Plaza,null,6843031,22092
400646,19,Dinsog Pass,null,1380794,41984
400647,15,Umeuhe Grove,null,2894500,15115
400648,15,Jatum Trail,null,5027245,38010
400649,29,Zuzpis Pike,null,5373271,15823
400650,17,Rafje Junction,null,3729164,10881
400651,25,Akedag Road,null,7525190,47584
400652,17,Tamkol Key,null,8046139,41005
400653,30,Sacida Drive,null,3236079,23639
400654,18,Gioku Junction,null,2383437,11794
400655,18,Lopet Turnpike,null,5227899,6649
400656,18,Awpum Road,null,5246970,38839
400657,15,Pirlo Turnpike,null,1947011,44591
400658,16,Dafug View,null,7061357,20392
400659,25,Wuon Heights,null,6258552,36034
400660,16,Kilig Point,null,5450554,29069
400661,17,Tanzi Way,null,7014937,8966
400662,29,Kihtit Pike,null,2547289,19785
400663,17,Wefe Place,null,4735000,16607
400664,25,Hofi Pike,null,753615,5180
400665,18,Zugan Manor,null,9159753,3494
400666,30,Fazuw Park,null,8675393,4243
400667,17,Honopo Trail,null,942266,8818
400668,25,Nailo Junction,null,9321396,28927
400669,29,Ined Trail,null,4446122,3566
400670,30,Nubu Plaza,null,6899732,32851
400671,15,Zutoji Plaza,null,4369127,20237
400672,29,Tita Trail,null,8450972,3117
400673,20,Pafut Lane,null,5160794,19023
400674,17,Ipefo Highway,null,8500333,19379
400675,20,Jukco Circle,null,15442,42650
400676,30,Idiz Boulevard,null,3309635,40735
400677,17,Tusa Glen,null,6486296,29613
400678,15,Gesko Junction,null,5677271,10850
400679,25,Puhmo Ridge,null,1275978,47082
400680,29,Saaj Plaza,null,989513,39560
400681,20,Kejbup Pass,null,807229,46457
400682,19,Butkij Mill,null,3484395,34347
400683,20,Fulkuj Street,null,8740223,15188
400684,30,Neel Point,null,522523,25070
400685,30,Nenod Pass,null,8661728,26209
400686,19,Coja Point,null,1852313,32106
400687,20,Juwpu Way,null,9188957,24971
400688,18,Cestu Path,null,2808760,10576
400689,17,Ucocu Highway,null,749600,31329
400690,18,Veran Key,null,1070067,46707
400691,29,Isive Key,null,4781671,2153
400692,17,Searu Lane,null,9092174,7559
400693,29,Tovmo View,null,9242223,39134
400694,20,Dumbu Court,null,7252080,33652
400695,15,Ijfi Court,null,5032747,9508
400696,18,Piva Point,null,5848437,44262
400697,15,Bolek Manor,null,5640318,24134
400698,15,Lubku Manor,null,365033,31962
400699,20,Odojiv Avenue,null,2599476,24983
400700,15,Fowoj Loop,null,267147,25051
400701,30,Cotheg Point,null,5985090,40964
400702,29,Hutkum Avenue,null,419974,46432
400703,25,Amrud Center,null,1441829,674
400704,30,Uvvo Road,null,102952,43354
400705,20,Oteal Manor,null,7678507,46727
400706,16,Bifi Ridge,null,4588405,24166
400707,20,Tulup Manor,null,7461590,40385
400708,29,Ozwu Avenue,null,6547241,11126
400709,17,Utaoku Way,null,3430775,21142
400710,15,Bitmul Plaza,null,3710948,45374
400711,15,Mivi Parkway,null,4742212,18415
400712,25,Waru Turnpike,null,6511413,11485
400713,18,Unupab Ridge,null,7033264,25769
400714,15,Filum Parkway,null,3819225,33019
400715,18,Vezton Path,null,5785408,42147
400716,29,Kisru Mill,null,6206863,34796
400717,16,Agihur Trail,null,7087085,18123
400718,17,Amiuc Place,null,6785953,1209
400719,20,Hohka Mill,null,6828656,17397
400720,17,Hibos Street,null,634443,6196
400721,25,Oziwu Heights,null,1960320,39829
400722,29,Siddap Turnpike,null,4351510,39722
400723,29,Juru Point,null,2630706,18433
400724,16,Nuik Court,null,5207652,31903
400725,25,Acogo Loop,null,2331390,41220
400726,29,Jevo Plaza,null,7220445,4484
400727,18,Afho Center,null,1612619,45254
400728,29,Cumi Trail,null,3083648,39233
400729,29,Becrej Square,null,3799261,5936
400730,29,Wizna Loop,null,5184999,6288
400731,19,Tijrik Road,null,265207,848
400732,15,Bowun Avenue,null,7713595,44943
400733,29,Lacij Grove,null,8167322,3478
400734,20,Renzu Ridge,null,3737479,21514
400735,20,Wujeh View,null,3209928,42045
400736,30,Kura Path,null,3215698,48506
400737,17,Cive Street,null,450705,9158
400738,17,Ranem Highway,null,6342930,47519
400739,20,Vovemi Road,null,8654382,31347
400740,20,Jute Grove,null,230795,41724
400741,16,Ebuve Glen,null,9407763,35975
400742,25,Miuv Avenue,null,4287141,13933
400743,20,Cogole Plaza,null,4742904,9967
400744,30,Imefo Avenue,null,2724767,33526
400745,30,Azala Extension,null,4654631,39420
400746,20,Viibi Place,null,1517358,16420
400747,20,Gahis Mill,null,8065252,49169
400748,18,Jojto Manor,null,6969831,26105
400749,30,Tipani Park,null,9111557,18139
400750,18,Evtu Pike,null,8128476,39817
400751,19,Witon Center,null,4383639,49948
400752,17,Nilime Manor,null,3742437,22377
400753,17,Zikpir Street,null,6226322,39354
400754,15,Tosuvo Grove,null,6673202,11971
400755,17,Mejli Manor,null,8653099,23135
400756,19,Wowa Glen,null,8239708,40069
400757,15,Nehic Court,null,4036797,37181
400758,25,Gufe Turnpike,null,9707489,25442
400759,25,Tokamu Parkway,null,4546998,26261
400760,20,Upooma Ridge,null,8239534,15822
400761,15,Bevutu Trail,null,5274546,49556
400762,16,Newin Square,null,5644029,3829
400763,25,Suzego Heights,null,5325118,47550
400764,19,Pemge Lane,null,7855925,17427
400765,16,Nuolu Avenue,null,6716637,39967
400766,25,Ziga Trail,null,8848070,46401
400767,19,Otuni Trail,null,4063406,13206
400768,19,Ajupa Terrace,null,8520565,21965
400769,30,Ubgiw View,null,308453,11403
400770,30,Loha Circle,null,6845134,5083
400771,19,Nazdu Trail,null,2872015,1211
400772,15,Ujofuh Path,null,4299098,24173
400773,20,Ineki Grove,null,8958715,46232
400774,30,Runvi Circle,null,2659417,19569
400775,16,Pifcod Court,null,658277,17430
400776,16,Egmu Lane,null,9793521,37199
400777,30,Dihgeb Plaza,null,9359272,8065
400778,30,Wuko Grove,null,1216299,2147
400779,19,Pimrez Lane,null,8317309,25363
400780,30,Bujo Boulevard,null,8430610,30035
400781,15,Diwles Street,null,3733414,47089
400782,30,Hemfa Heights,null,6286857,15738
400783,19,Dulnak Plaza,null,6379814,5850
400784,30,Vozoh Court,null,2586743,17141
400785,16,Ponet Junction,null,2061994,26364
400786,30,Sihli View,null,3422862,21742
400787,15,Luntif Point,null,2597794,40812
400788,15,Vuhkit Trail,null,5386553,16821
400789,25,Dasu Turnpike,null,2930280,29008
400790,29,Eldo Terrace,null,8438336,14484
400791,30,Lilse Boulevard,null,700775,46823
400792,19,Licab Pike,null,3089067,16872
400793,20,Resdu Key,null,691810,15874
400794,16,Laro River,null,8837204,11517
400795,18,Wigbu Circle,null,2698845,32540
400796,16,Obegi Center,null,2834574,34969
400797,25,Turre Ridge,null,2188270,48300
400798,16,Riki Pike,null,1940901,5064
400799,15,Vemew Point,null,9729074,46368
400800,25,Tupif Extension,null,7045831,45163
400801,30,Oguku Park,null,2498854,3476
400802,19,Bigaf Street,null,7281384,49315
400803,19,Pipo Path,null,7382982,15593
400804,17,Cegdaj Parkway,null,5925877,9747
400805,30,Poda Manor,null,3992855,42108
400806,17,Zivus Lane,null,2941176,19022
400807,29,Fehad Pass,null,5809844,26907
400808,18,Zattuv Park,null,198488,5760
400809,16,Jaap Heights,null,241084,27573
400810,17,Dewen Trail,null,6158378,11504
400811,30,Congel Key,null,3681181,22308
400812,25,Mintic Court,null,4282259,22243
400813,15,Kaeda Plaza,null,3459354,35876
400814,17,Ajzuz Pass,null,1923808,49154
400815,17,Sirud Extension,null,5516582,10466
400816,18,Buhaz Court,null,6274732,49493
400817,16,Mumwul Pike,null,3358479,16775
400818,18,Pabis Court,null,234214,21876
400819,15,Odupeb Junction,null,2091161,22465
400820,20,Ucudom Junction,null,329298,39940
400821,20,Robro Heights,null,4100552,23793
400822,19,Mihu Junction,null,8511792,40058
400823,18,Emdiw Street,null,24102,24708
400824,15,Ajoize Park,null,2219847,5338
400825,19,Itce Court,null,1675880,40716
400826,19,Ufuse Way,null,8356754,49268
400827,15,Ejidom River,null,9242131,9545
400828,15,Atdo Point,null,1246029,20514
400829,17,Ruit Extension,null,7141467,44991
400830,16,Azda Path,null,6788227,21960
400831,17,Povbiz Turnpike,null,7589151,11033
400832,20,Lihug Pass,null,4876284,41633
400833,19,Emjo Extension,null,2726874,23630
400834,29,Muvelu Point,null,499329,45161
400835,25,Gowi Way,null,9585793,41405
400836,19,Ojafe Loop,null,6777122,1903
400837,17,Biik Park,null,9444378,48301
400838,16,Ronur Center,null,2775798,37006
400839,19,Jeim Avenue,null,5575122,42842
400840,15,Uguze Mill,null,9941195,21303
400841,16,Fupar Point,null,7692360,30764
400842,19,Jejof Extension,null,1839403,25745
400843,20,Uzwut Trail,null,6182173,12111
400844,16,Mompod Lane,null,4969951,35656
400845,16,Ejheh Square,null,9429371,12073
400846,19,Dunde Turnpike,null,5203943,22813
400847,25,Gocze Center,null,7035392,38914
400848,29,Igwow View,null,3028746,45740
400849,15,Ragzo Mill,null,8492200,16061
400850,30,Wine Place,null,8922234,15803
400851,19,Ihita Parkway,null,3027512,24223
400852,18,Supvup Point,null,982491,35735
400853,19,Wuldu Extension,null,3278625,17162
400854,29,Ubogu Turnpike,null,9991519,4170
400855,20,Ramhuk Extension,null,9935570,17027
400856,16,Udepav Square,null,4544420,40803
400857,15,Basaf River,null,8296308,2690
400858,20,Ciju Manor,null,5044374,12722
400859,18,Jibbe Key,null,5889938,19630
400860,25,Icpi Junction,null,2991397,11373
400861,30,Cutu Road,null,1271035,26571
400862,19,Opubu Loop,null,3055415,40565
400863,25,Felbu Trail,null,6969281,25899
400864,29,Saru Terrace,null,7276936,41692
400865,18,Rocep Drive,null,3115870,19362
400866,20,Uzaz Park,null,6551746,29274
400867,18,Beko Court,null,1071251,31847
400868,19,Sebgoc Pike,null,839317,21575
400869,29,Hezti Drive,null,989993,15143
400870,18,Ejauh Plaza,null,4932205,26566
400871,17,Hafo Boulevard,null,8184575,37123
400872,18,Uvieh Key,null,2493662,13921
400873,29,Vofah Court,null,241587,11197
400874,18,Kubisu Place,null,4069909,2964
400875,25,Durib Parkway,null,7344396,2216
400876,29,Efme Court,null,848960,11996
400877,29,Iropo Highway,null,8045207,40755
400878,16,Tadu View,null,182466,47678
400879,25,Gontas Junction,null,1976034,43363
400880,19,Tihoci Park,null,8537702,37785
400881,16,Veura Parkway,null,4481316,15295
400882,17,Kuwpo Boulevard,null,1172690,24372
400883,15,Verasa Street,null,6677045,1881
400884,18,Urinip Circle,null,9167748,26887
400885,20,Kamefa Loop,null,8507102,39940
400886,25,Ziim Square,null,6184012,13739
400887,19,Kahni Loop,null,3057212,48484
400888,29,Ucub Plaza,null,2452571,1165
400889,18,Evagof Point,null,2563599,4724
400890,30,Mirgu Way,null,8045871,43893
400891,16,Jangi Trail,null,155135,38257
400892,29,Gobe Loop,null,1751524,47391
400893,18,Kekni Drive,null,3574263,12153
400894,20,Devvuc Turnpike,null,2253345,42945
400895,17,Vecec Ridge,null,944105,32696
400896,17,Lowga Mill,null,8174179,36006
400897,18,Vurkih Grove,null,3484786,5892
400898,19,Bewgib View,null,8944730,11393
400899,30,Wewoh Lane,null,5339845,43636
400900,16,Surbec View,null,3793880,46913
400901,17,Zuuh Lane,null,5026605,34662
400902,20,Olices Turnpike,null,7085684,27715
400903,19,Kejnif Center,null,2352668,6161
400904,30,Lanis Terrace,null,5538016,26302
400905,17,Ezasa Terrace,null,5382753,36783
400906,25,Fubher Key,null,3525672,49870
400907,20,Zorco Pass,null,1520321,45007
400908,17,Ajusu Plaza,null,8315811,8980
400909,18,Kuzik Road,null,6459608,26948
400910,16,Dodfah Terrace,null,6949787,49905
400911,17,Cowah Park,null,1130656,38591
400912,25,Iruit Square,null,6567977,14724
400913,20,Putif Pass,null,3225371,8548
400914,30,Zove Highway,null,2019537,26797
400915,17,Esubi Pike,null,1166094,10965
400916,19,Itovoz River,null,7952750,840
400917,30,Reslil Road,null,1691996,13457
400918,15,Unpen Boulevard,null,736604,12719
400919,18,Cuvut Glen,null,7069013,26003
400920,18,Wozor Drive,null,3342005,37171
400921,30,Hogu Parkway,null,5693493,26734
400922,19,Wafo Park,null,2882042,47947
400923,18,Zuvuk Heights,null,1748617,10223
400924,15,Wahuc Junction,null,688175,17518
400925,18,Domnav Trail,null,4404470,3406
400926,16,Notjez Junction,null,9402508,5524
400927,30,Wipfe Pike,null,5872841,30953
400928,20,Jifvim Parkway,null,2760060,49811
400929,18,Watom Lane,null,9868232,48083
400930,15,Gojce Park,null,7168113,16169
400931,16,Sidah Center,null,2895065,32985
400932,20,Timne Path,null,1228991,28148
400933,16,Buzbol Highway,null,6234077,748
400934,17,Gules Center,null,2922757,23025
400935,17,Pijav Key,null,1902530,30854
400936,17,Supmak Extension,null,5048832,14778
400937,18,Ciseji Ridge,null,3614880,34357
400938,30,Lopec Highway,null,2616137,20667
400939,30,Tosola Point,null,3793150,43041
400940,20,Ulokig Circle,null,9742440,49199
400941,25,Daber Plaza,null,8670987,44546
400942,29,Ukerit Grove,null,9252270,29216
400943,19,Ehogo Way,null,3135691,48797
400944,18,Kunka Trail,null,5343991,11944
400945,20,Ubese Junction,null,3093236,41246
400946,16,Pugme Boulevard,null,7295912,6703
400947,16,Geleso Glen,null,777423,48978
400948,20,Umake Lane,null,9781968,49590
400949,17,Zujab Drive,null,7748349,45717
400950,15,Dojruf Turnpike,null,6948900,11670
400951,30,Weto Manor,null,8347265,25254
400952,18,Rogwus Point,null,165088,30716
400953,19,Uciepi Highway,null,6687094,11273
400954,30,Ebbe Turnpike,null,438694,33831
400955,18,Fufgiz Place,null,2255466,16645
400956,18,Tovcir Turnpike,null,4572768,49691
400957,29,Fiigo Trail,null,1201164,46150
400958,19,Asfiv Trail,null,1261768,22023
400959,17,Taloh Street,null,569575,24185
400960,15,Lucu Way,null,1646880,16365
400961,18,Cipo Square,null,1046686,9645
400962,16,Efocu Park,null,2373237,35184
400963,25,Nuuv Plaza,null,4653910,19916
400964,17,Tedguf Drive,null,1178797,38056
400965,19,Wecu Extension,null,2515271,48421
400966,18,Cezdot Way,null,7591182,9236
400967,29,Gofuz Path,null,1654117,42356
400968,29,Eravam Highway,null,2089607,13962
400969,19,Ojjo Lane,null,7586789,14083
400970,30,Nuci Road,null,8353564,24680
400971,25,Jetuk Glen,null,4706696,41905
400972,20,Dubol Extension,null,642332,19712
400973,15,Bukin Ridge,null,1499717,38984
400974,16,Ducjos Center,null,3184040,47153
400975,15,Cutru Lane,null,8892559,14884
400976,15,Bisra River,null,9346979,34261
400977,29,Nurji Highway,null,9306280,23522
400978,20,Inpam Pass,null,8147684,2367
400979,30,Vuwi River,null,9319430,22917
400980,20,Gaso Heights,null,2845922,40070
400981,15,Osarev River,null,3248061,37213
400982,18,Sulon Court,null,2951583,43370
400983,25,Siave Plaza,null,1911265,27745
400984,29,Wujop Parkway,null,4854656,49685
400985,17,Meahe Circle,null,9972613,25977
400986,25,Ruar Key,null,9322791,43563
400987,15,Izelu Extension,null,481621,45635
400988,30,Jugeg Terrace,null,1210485,31143
400989,20,Mutore Ridge,null,9974564,22653
400990,15,Dacpe Square,null,8841983,8753
400991,19,Hudnu Court,null,7891388,9256
400992,17,Doger Pike,null,1544640,14127
400993,19,Azefi Pike,null,5125328,8889
400994,16,Vatsez Ridge,null,9282714,22183
400995,16,Ewuos Place,null,1115507,14872
400996,17,Remo Place,null,8338997,22513
400997,15,Rasge Ridge,null,1798520,6223
400998,25,Mavev Path,null,2199392,48328
400999,17,Neuc Square,null,9327040,39033
401000,30,Epeapa Circle,null,3320256,11454
401001,18,Weom Street,null,3313480,8758
401002,19,Buwhad Mill,null,878423,43195
401003,20,Gubde Pass,null,29679,23000
401004,29,Ruhze Grove,null,2053987,3822
401005,19,Giko Drive,null,8114733,26284
401006,18,Cepis Avenue,null,2179431,42345
401007,17,Gaso Lane,null,6734928,40540
401008,29,Ejuhen Extension,null,6058126,44770
401009,16,Oriez Street,null,3813145,7977
401010,29,Zewav Point,null,607043,43163
401011,25,Bodid Pike,null,4542601,2836
401012,29,Ruhguk Road,null,8380672,48220
401013,25,Ikori Boulevard,null,9264969,33710
401014,20,Wiac Grove,null,6905124,15565
401015,30,Onealu Grove,null,4836543,183
401016,29,Banra Park,null,4462065,46263
401017,25,Keihu Center,null,884437,49272
401018,15,Baktag Parkway,null,6896346,31113
401019,30,Lita Circle,null,8866068,7031
401020,16,Ewcog Court,null,8466177,9957
401021,16,Hipvak Lane,null,762140,17555
401022,17,Luphe Way,null,1812757,33558
401023,29,Jofjok Court,null,8514288,32542
401024,20,Gentik Road,null,8327371,10910
401025,29,Odcod Lane,null,274830,40269
401026,20,Ujlu Way,null,6353461,42685
401027,25,Jaot Loop,null,3791552,47453
401028,16,Luwkuc Extension,null,9225022,14643
401029,15,Jenfom Highway,null,7164455,32519
401030,25,Pikpo View,null,7011499,25340
401031,15,Emze Way,null,2545369,6360
401032,20,Nieme River,null,6565736,25269
401033,30,Jakfa Pike,null,3582510,32132
401034,19,Fogkif Court,null,3923939,22434
401035,18,Kine River,null,1497239,27546
401036,29,Naas Ridge,null,8725601,19742
401037,30,Uceres Parkway,null,6420448,23460
401038,17,Egoid Square,null,9185353,19177
401039,16,Gobwe Junction,null,956345,12696
401040,19,Tafin Court,null,8159445,58
401041,29,Sonjiv Manor,null,7843759,26481
401042,15,Joate Extension,null,7072229,40624
401043,17,Onaos Street,null,3590127,32299
401044,18,Nohpu Terrace,null,7570644,2207
401045,20,Ofsof Drive,null,9869393,20491
401046,29,Ticupi Pike,null,4020785,11072
401047,18,Sijos Place,null,389657,20243
401048,15,Minpi Place,null,8567519,39836
401049,25,Otzi Highway,null,6662649,48300
401050,15,Waluk Terrace,null,3435228,19493
401051,17,Neror Center,null,9418532,10771
401052,18,Ukwos Center,null,3747963,47719
401053,15,Duzuj Junction,null,8102262,26385
401054,20,Eldu Glen,null,1786547,25449
401055,20,Bipe Glen,null,170995,16356
401056,20,Ehvo Circle,null,4321060,20379
401057,25,Kavka Square,null,3382638,8715
401058,18,Awezas River,null,3071477,3574
401059,30,Obaese Square,null,3277473,12348
401060,25,Fiwbav Circle,null,3265059,47
401061,20,Nokva Pike,null,6799313,15774
401062,18,Ivuso Park,null,3963738,38590
401063,30,Erejaj Junction,null,8150123,44958
401064,29,Ifibo Boulevard,null,9776241,1589
401065,15,Rurnuv Terrace,null,8825935,23322
401066,25,Ogbo Boulevard,null,1387982,26242
401067,17,Duami Key,null,3942521,14218
401068,20,Sokib Mill,null,4769611,28866
401069,17,Kuvdiz Mill,null,3495552,20857
401070,30,Lodmi Way,null,8198178,8321
401071,29,Pokke Point,null,9150638,40826
401072,19,Foci Place,null,9082766,2826
401073,30,Ivauge Extension,null,9628682,43855
401074,19,Tawhuh Lane,null,159336,33597
401075,16,Okajat View,null,1240696,30768
401076,17,Idga Terrace,null,4860920,35116
401077,18,Tuzam Square,null,4022625,45709
401078,16,Pactav Boulevard,null,706561,34950
401079,15,Cikow Grove,null,353479,36615
401080,25,Dasnif Plaza,null,8004687,9975
401081,15,Duhsi Mill,null,2171687,14786
401082,16,Meiso Junction,null,701008,25555
401083,20,Cizu Glen,null,7607931,42949
401084,19,Cace Road,null,5187139,42213
401085,18,Ropod Court,null,2351967,42436
401086,18,Uttaz River,null,1711044,32754
401087,16,Zair Plaza,null,3874728,35793
401088,20,Teoci Circle,null,4760522,26747
401089,16,Joljow Boulevard,null,1686976,47188
401090,19,Setib Extension,null,9386035,15691
401091,30,Agovu Heights,null,451331,33712
401092,16,Fusep Grove,null,5231840,6490
401093,29,Utimo Pike,null,251971,9045
401094,17,Moboz Highway,null,7803351,33744
