ID,COSTO,INTERNET_TV,ADMINISTRACION,PERSONA
81073,765243,0,1,17619
81074,954227,1,0,33046
81075,115758,0,1,59672
81076,7333,1,1,4760
81077,37010,1,0,32094
81078,302098,1,1,121047
81079,822132,0,1,68667
81080,763702,0,0,106361
81081,666573,0,0,24776
81082,614696,1,0,93812
81083,21135,1,1,52764
81084,302871,1,0,38824
81085,551413,0,0,74702
81086,116741,0,1,32904
81087,946242,1,0,147406
81088,920026,1,0,114916
81089,707661,1,1,102187
81090,504074,0,0,115164
81091,857705,1,1,93727
81092,747,1,1,114173
81093,176696,1,1,102480
81094,296046,0,1,58870
81095,113114,1,0,44889
81096,723166,1,1,83412
81097,434723,1,1,35357
81098,99365,1,1,104688
81099,127260,0,1,28592
81100,195899,0,0,82943
81101,639905,0,1,30082
81102,492091,0,0,103585
81103,921274,0,1,69465
81104,594150,0,1,113628
81105,321657,1,0,21664
81106,473557,0,1,100295
81107,259307,1,1,97061
81108,573940,0,1,134036
81109,743963,0,0,50243
81110,677413,1,0,19678
81111,856878,1,1,100069
81112,421035,1,0,18754
81113,154397,1,1,128686
81114,205640,0,0,118320
81115,105827,0,0,135936
81116,820776,1,0,59584
81117,841435,0,0,62988
81118,81863,0,1,109906
81119,598382,1,0,133800
81120,681858,0,0,94315
81121,188648,0,0,86780
81122,769007,1,1,45911
81123,534781,1,0,81944
81124,796737,1,0,88480
81125,231795,0,0,4057
81126,877426,1,1,12396
81127,134305,0,0,6179
81128,945799,0,1,95275
81129,978474,0,1,78776
81130,498692,0,0,7515
81131,479231,1,1,123196
81132,904523,0,0,53226
81133,478262,0,1,78822
81134,658128,0,1,145241
81135,662488,0,1,145236
81136,509746,1,1,19227
81137,493760,1,1,112400
81138,464011,0,0,132256
81139,575748,0,0,70309
81140,555445,1,1,142747
81141,250270,1,0,103969
81142,433404,0,0,103370
81143,924797,0,1,2035
81144,524337,1,1,9176
81145,122534,0,1,66238
81146,515314,1,0,123426
81147,510088,1,1,87584
81148,88135,0,0,62380
81149,421606,0,1,92213
81150,958440,0,0,47950
81151,232588,1,1,32232
81152,885627,1,0,123185
81153,617649,0,0,134804
81154,600457,0,1,31062
81155,828854,1,1,62168
81156,1257,0,0,96610
81157,122524,0,1,88327
81158,579015,0,1,119750
81159,276580,1,0,42799
81160,483752,1,1,3011
81161,27726,0,0,149519
81162,501381,1,1,87827
81163,292406,0,0,145456
81164,51918,1,1,132883
81165,975933,1,0,96953
81166,821781,0,1,9313
81167,265356,0,1,95339
81168,94014,1,1,56463
81169,337897,1,0,72478
81170,334036,1,1,127503
81171,810236,1,1,106168
81172,394977,1,0,53756
81173,792172,0,0,143776
81174,964242,0,1,15537
81175,297530,1,0,12951
81176,136334,1,1,85266
81177,368934,0,1,93617
81178,598207,1,0,31637
81179,89766,0,1,85355
81180,733828,0,0,115968
81181,969238,0,1,9277
81182,236328,1,1,84960
81183,952778,0,0,4317
81184,280462,1,0,41160
81185,580430,1,1,8340
81186,45957,0,1,134285
81187,366178,1,1,77985
81188,828782,0,1,113310
81189,970482,1,0,77352
81190,225524,0,1,133216
81191,664977,1,1,92397
81192,747373,0,0,127449
81193,176900,0,1,66841
81194,39548,0,1,6764
81195,231189,1,0,3794
81196,800215,1,1,124492
81197,686962,1,0,75479
81198,926481,0,0,140901
81199,737558,1,0,110152
81200,670398,1,0,130735
81201,924176,0,1,70408
81202,608963,0,0,114746
81203,47860,1,0,70408
81204,676183,1,1,138900
81205,75295,1,1,85527
81206,254780,1,0,26499
81207,609958,0,0,6286
81208,947398,0,1,121100
81209,742490,1,1,56491
81210,214341,1,1,90654
81211,199581,1,0,56741
81212,417721,1,0,27762
81213,335770,0,1,77048
81214,733939,1,0,145002
81215,937212,0,0,140788
81216,172938,0,0,117256
81217,935420,0,1,125002
81218,472996,0,1,94385
81219,995336,1,1,62471
81220,562471,1,0,51465
81221,123617,0,1,74284
81222,895730,1,0,107666
81223,471580,1,0,74568
81224,755432,1,0,97235
81225,848475,1,1,18325
81226,12724,1,0,31762
81227,653680,0,0,10943
81228,627018,0,1,89943
81229,936918,0,0,12202
81230,918477,1,0,104689
81231,151715,0,0,24968
81232,829312,0,1,8591
81233,79760,0,0,37837
81234,632094,0,1,96711
81235,425518,0,1,22581
81236,239237,0,1,68880
81237,384200,0,1,113482
81238,950685,1,1,42268
81239,305404,1,1,79057
81240,824439,0,0,147685
81241,368790,0,1,108631
81242,731179,1,0,98365
81243,494758,0,1,96493
81244,538154,1,0,60494
81245,222645,0,1,93951
81246,674003,0,1,116794
81247,578141,0,1,59254
81248,369797,1,0,70544
81249,219433,1,1,1769
81250,627163,0,1,72175
81251,978247,1,0,50002
81252,37514,0,1,120551
81253,567789,1,1,17689
81254,80672,1,0,65946
81255,475978,0,0,136997
81256,14959,1,0,149974
81257,849937,0,0,31149
81258,593770,0,1,9611
81259,258287,1,1,118255
81260,457693,1,0,118169
81261,334286,0,1,104414
81262,250256,1,0,94454
81263,566500,0,1,80893
81264,481852,0,0,28577
81265,295689,1,0,119572
81266,872745,1,1,37238
81267,661068,0,0,16443
81268,242818,0,1,68480
81269,732194,0,0,132038
81270,238714,1,1,16853
81271,900684,0,1,107683
81272,68012,1,1,38715
81273,14017,1,1,10617
81274,707975,0,0,29392
81275,386121,0,1,141259
81276,181046,1,0,126781
81277,732262,1,1,96858
81278,863111,1,1,89390
81279,129200,1,1,132786
81280,848993,1,0,116073
81281,469373,0,0,60556
81282,805527,0,1,56509
81283,562406,1,1,61130
81284,983978,0,1,69749
81285,527897,0,0,78258
81286,163321,0,0,38385
81287,222741,0,1,99209
81288,949319,0,1,136687
81289,349377,1,1,137678
81290,394453,0,0,88624
81291,162467,1,1,31370
81292,146745,1,0,45082
81293,239260,0,0,50638
81294,390413,1,0,106400
81295,68636,1,0,138868
81296,473315,1,1,98024
81297,345744,1,1,44983
81298,869439,0,0,114506
81299,209229,1,1,128449
81300,97890,0,1,84202
81301,896173,1,1,91270
81302,350576,0,1,146646
81303,305007,0,1,28506
81304,655990,1,0,46929
81305,921473,0,1,143761
81306,92233,0,0,137178
81307,340586,0,1,119340
81308,145688,0,0,62841
81309,634216,0,0,40813
81310,376867,1,1,117008
81311,912801,1,1,11944
81312,900893,0,1,134934
81313,355282,1,0,130754
81314,647992,0,1,130233
81315,776044,0,0,141807
81316,96072,1,1,21423
81317,498232,1,1,53021
81318,991707,0,0,144697
81319,291988,0,1,39820
81320,197537,1,1,95357
81321,958004,1,0,130736
81322,253106,0,1,55081
81323,327643,1,1,32539
81324,935359,0,0,139358
81325,770954,1,0,148452
81326,978469,0,0,68306
81327,374411,0,0,109401
81328,679966,0,1,83455
81329,211077,1,1,15293
81330,694631,0,0,43647
81331,569962,0,1,142362
81332,364467,1,1,28240
81333,740028,0,0,5416
81334,856311,0,0,55531
81335,204815,1,1,82020
81336,767351,1,1,66709
81337,967116,0,0,35060
81338,507972,0,0,108759
81339,828242,1,1,65609
81340,823242,1,1,34654
81341,259766,0,0,86693
81342,77249,1,1,134396
81343,622764,1,0,140941
81344,297427,0,0,28743
81345,172441,0,1,7297
81346,787351,0,1,69011
81347,12750,0,1,33720
81348,707246,1,0,78442
81349,940588,1,0,91279
81350,376200,1,1,2424
81351,595110,1,1,32401
81352,630851,1,0,140073
81353,405194,1,1,78492
81354,723797,0,1,93414
81355,786060,0,0,39984
81356,34987,0,1,27224
81357,314802,0,0,72415
81358,765073,0,1,9479
81359,224787,0,1,25988
81360,208168,1,1,19576
81361,286796,1,1,89965
81362,635318,0,1,53307
81363,333973,0,1,23031
81364,893351,1,0,40400
81365,663110,0,1,30190
81366,794698,1,1,149518
81367,243329,1,0,85286
81368,584548,1,0,94018
81369,358568,0,1,12245
81370,545512,0,0,105362
81371,750219,0,0,22697
81372,384378,0,0,71167
81373,79404,0,0,118406
81374,430202,0,0,87774
81375,188540,1,1,10887
81376,717415,1,1,58803
81377,101490,1,1,102942
81378,410694,1,0,12914
81379,187831,0,1,119960
81380,999490,0,1,142790
81381,113356,0,0,3005
81382,474562,0,1,87611
81383,792957,1,1,33493
81384,891431,1,1,12590
81385,829731,1,1,84728
81386,792112,0,1,142883
81387,353185,1,1,130863
81388,3647,0,0,146848
81389,69660,1,0,22851
81390,971520,0,0,98619
81391,746199,1,0,48188
81392,692955,1,0,32402
81393,939123,1,0,22333
81394,907959,1,0,64566
81395,144082,0,0,34253
81396,783162,1,0,20679
81397,258510,0,0,126035
81398,578332,0,1,88935
81399,647638,0,0,110417
81400,784685,0,0,149885
81401,711983,1,0,135391
81402,746583,1,1,68390
81403,558390,1,0,86347
81404,667604,0,0,66668
81405,25730,1,1,10937
81406,694868,1,0,85367
81407,446863,0,0,148947
81408,938222,0,1,4889
81409,423161,0,1,89833
81410,992791,1,0,121259
81411,433394,0,1,66625
81412,626047,1,1,93495
81413,572655,0,1,29823
81414,73983,0,0,118510
81415,806794,0,1,64884
81416,586944,0,1,69328
81417,237129,0,0,56738
81418,495753,1,1,2388
81419,99929,1,1,54174
81420,912851,0,0,114742
81421,464502,1,0,41083
81422,234544,0,0,113463
81423,878093,0,0,133302
81424,903496,1,0,130070
81425,659441,0,0,128920
81426,573,1,0,50469
81427,227863,1,0,2408
81428,372014,1,0,59914
81429,269114,0,1,113902
81430,843995,0,0,7063
81431,152061,0,0,4031
81432,740335,0,0,60298
81433,637047,0,1,110947
81434,212564,1,1,35959
81435,381763,0,0,109427
81436,408291,1,0,8127
81437,271439,1,0,114858
81438,56682,1,0,23663
81439,747599,1,1,45191
81440,248881,1,0,108465
81441,918328,1,0,144979
81442,455820,1,0,58440
81443,269513,1,0,107947
81444,24077,0,0,28137
81445,833522,0,1,62525
81446,838306,1,1,29702
81447,127019,1,0,105686
81448,799321,1,0,95725
81449,153197,0,1,145249
81450,342939,1,1,24842
81451,750133,0,0,138627
81452,693989,1,0,23325
81453,642600,0,0,98921
81454,939674,0,1,149449
81455,338755,1,1,138312
81456,392031,0,0,50295
81457,578222,1,1,115410
81458,110894,1,1,147750
81459,399682,0,1,88493
81460,958741,1,0,54093
81461,9772,0,0,123027
81462,13828,0,0,37815
81463,104821,0,1,88899
81464,294870,1,0,128278
81465,160263,0,1,56475
81466,696581,1,0,141277
81467,212628,0,0,25639
81468,442205,1,1,105899
81469,595533,0,1,122466
81470,343039,1,1,30229
81471,820242,1,0,97607
81472,80370,0,0,105032
81473,464000,0,0,58447
81474,596892,1,0,59800
81475,887837,1,1,103193
81476,651176,0,0,134853
81477,75505,1,1,128310
81478,287162,1,1,48668
81479,174776,0,0,89712
81480,22294,0,0,10186
81481,796045,0,0,117119
81482,489970,0,0,102671
81483,508648,1,1,114469
81484,30835,0,0,148651
81485,779589,0,1,133443
81486,645158,0,1,54793
81487,80334,1,1,98292
81488,172539,0,1,10886
81489,358857,1,1,66857
81490,466238,1,0,112708
81491,973581,1,1,58191
81492,586901,1,0,81805
81493,442585,0,1,117316
81494,237829,0,0,124756
81495,245376,0,0,107915
81496,361575,0,1,9022
81497,415050,1,1,117048
81498,91770,0,1,76879
81499,634771,1,0,102497
81500,514781,1,1,61128
81501,127403,0,0,105171
81502,908884,0,1,142943
81503,977854,0,0,147905
81504,61247,1,1,96573
81505,686458,0,1,1970
81506,821037,1,1,114431
81507,349844,1,1,7007
81508,625407,0,0,83201
81509,604636,0,0,67717
81510,862200,0,0,9780
81511,411027,1,0,8913
81512,605937,0,1,9397
81513,706554,0,0,79769
81514,607065,0,0,112235
81515,806460,1,0,8145
81516,520514,0,0,76432
81517,801004,0,0,62296
81518,81785,0,1,6439
81519,891853,1,1,135584
81520,692308,1,0,56452
81521,715311,1,0,71029
81522,722359,1,1,24267
81523,319558,0,1,141141
81524,74858,0,0,26181
81525,292225,0,0,29254
81526,472240,0,1,124712
81527,748155,1,0,114060
81528,660844,1,0,5375
81529,226361,0,1,135317
81530,377194,0,0,40149
81531,773412,0,1,137604
81532,799696,0,1,13632
81533,739098,0,0,17732
81534,313175,0,1,30056
81535,200964,1,1,33700
81536,726842,1,0,37863
81537,951098,1,1,26062
81538,346166,1,1,135775
81539,695216,1,1,138666
81540,995670,1,0,149259
81541,128723,1,0,30557
81542,376700,1,1,2115
81543,564448,0,0,86133
81544,395572,1,0,76571
81545,598098,1,0,8035
81546,781418,1,0,20898
81547,415932,1,0,6887
81548,527346,1,1,27641
81549,429824,1,1,22825
81550,506039,1,1,2411
81551,216717,0,1,48032
81552,6030,0,0,7718
81553,348326,0,0,126406
81554,245569,0,0,90683
81555,408904,0,1,1508
81556,339808,1,1,124818
81557,773905,0,1,71290
81558,619482,1,1,22197
81559,61623,0,0,81486
81560,489852,1,1,87752
81561,779229,0,1,106047
81562,888150,0,0,1133
81563,91372,1,1,33362
81564,99442,1,1,12659
81565,9729,0,0,75093
81566,683248,1,1,68606
81567,385167,0,1,16997
81568,813023,0,0,15096
81569,525805,0,0,87626
81570,535566,0,0,135071
81571,836050,0,1,114613
81572,551548,1,1,10188
81573,753042,0,1,131282
81574,858482,1,1,75366
81575,535053,0,1,21817
81576,39089,0,1,108716
81577,184959,1,0,9967
81578,490210,1,0,104805
81579,113350,1,1,51857
81580,44052,1,0,53292
81581,718682,0,1,100198
81582,470113,0,1,145490
81583,598295,0,0,65039
81584,18299,1,0,115358
81585,165091,1,0,97766
81586,474193,0,0,62013
81587,315056,0,1,17272
81588,320986,0,1,19584
81589,783235,0,0,115132
81590,488235,1,1,44222
81591,230063,0,1,145151
81592,502021,0,1,116623
81593,679887,0,0,10938
81594,161363,1,0,54835
81595,391911,0,0,48791
81596,82590,0,1,148626
81597,391064,0,1,142503
81598,744125,0,0,149774
81599,481228,0,0,106196
81600,479075,1,0,21139
81601,168652,0,0,106089
81602,459468,0,1,8208
81603,403300,0,1,123939
81604,419071,0,1,26476
81605,234753,0,1,108310
81606,124785,1,1,98041
81607,677110,0,1,146523
81608,610430,1,0,15817
81609,753179,0,0,84095
81610,186436,0,0,102775
81611,298134,0,1,125572
81612,855989,1,0,113408
81613,89452,0,0,73020
81614,609906,0,1,147741
81615,232055,0,1,27257
81616,760094,0,1,37987
81617,906183,0,0,91131
81618,234336,0,1,10958
81619,955665,1,0,107138
81620,407229,1,0,55882
81621,56699,1,0,44757
81622,487723,0,0,137139
81623,54393,0,0,148149
81624,426270,1,1,6640
81625,990257,0,0,55675
81626,301669,0,1,98085
81627,319844,0,0,126308
81628,377330,1,0,43810
81629,243796,1,1,117500
81630,835263,1,1,41493
81631,976739,1,1,10029
81632,658101,0,1,52491
81633,78819,0,1,56527
81634,492449,0,1,23962
81635,50994,1,1,30738
81636,661993,1,1,34063
81637,161774,1,1,86280
81638,591226,0,0,98238
81639,946287,0,0,106792
81640,433607,1,0,26153
81641,176084,0,1,98632
81642,655748,0,1,14883
81643,411381,1,1,30232
81644,529053,0,1,78915
81645,706401,0,0,2215
81646,115641,1,1,94178
81647,809985,0,0,90582
81648,628057,0,0,146254
81649,720403,0,1,81892
81650,171640,1,1,23323
81651,749196,0,1,90509
81652,605799,0,1,118258
81653,134812,0,1,26867
81654,76792,1,0,46820
81655,831923,1,1,127357
81656,735029,1,0,16951
81657,673326,1,1,88850
81658,847165,0,0,14761
81659,1159,0,1,26526
81660,51075,0,0,132925
81661,189051,0,1,38928
81662,447460,0,1,146215
81663,319279,0,1,76285
81664,740512,1,1,128180
81665,949007,1,1,70271
81666,829950,0,0,17106
81667,738469,1,1,69516
81668,476057,0,0,99537
81669,354575,0,1,2054
81670,221720,1,0,19941
81671,318046,0,0,5431
81672,201917,1,0,137304
81673,728564,1,0,12280
81674,91721,1,0,42443
81675,617857,0,1,135300
81676,330463,0,0,110425
81677,206654,1,1,112309
81678,673880,1,0,44249
81679,106462,0,0,24140
81680,856471,1,1,137968
81681,226338,0,1,4405
81682,938623,1,0,57411
81683,232348,1,1,86308
81684,32111,1,0,44536
81685,61537,1,0,141925
81686,285128,0,1,21206
81687,287002,1,1,66785
81688,170847,1,0,1572
81689,469822,0,1,52458
81690,477011,0,1,53752
81691,671061,0,1,62233
81692,125494,1,0,12598
81693,771470,1,0,115905
81694,144967,0,1,41054
81695,695603,1,1,84298
81696,751422,0,1,67009
81697,56057,1,1,84298
81698,961850,1,0,139765
81699,672511,1,1,81449
81700,745965,1,0,119502
81701,256479,1,1,109172
81702,722783,0,1,141409
81703,81197,0,1,69314
81704,963202,0,1,115267
81705,662498,1,1,107463
81706,206285,1,1,65119
81707,596897,1,1,86019
81708,134566,0,1,46144
81709,715875,0,1,37763
81710,876856,1,0,117766
81711,408019,1,0,134589
81712,978866,0,1,36675
81713,175355,1,0,93799
81714,162431,1,1,44817
81715,286320,0,1,118221
81716,50322,0,1,2791
81717,186215,1,1,119523
81718,743168,1,1,51156
81719,168527,0,1,119018
81720,71834,1,0,67005
81721,404069,0,0,85108
81722,371359,1,1,58255
81723,546314,1,1,15430
81724,428933,0,1,84097
81725,987605,0,1,88718
81726,851228,0,1,129418
81727,524753,1,0,54878
81728,967782,1,1,82750
81729,243979,1,1,86845
81730,899638,0,0,100118
81731,155647,0,1,45521
81732,559175,0,1,135098
81733,353953,1,1,129451
81734,491965,0,1,117323
81735,161677,1,1,106223
81736,274795,1,1,127141
81737,940588,1,1,104836
81738,764819,1,1,2142
81739,141402,0,0,24445
81740,429306,1,0,123966
81741,868339,0,0,1579
81742,512791,0,0,55935
81743,100315,1,1,126560
81744,723326,0,0,82872
81745,622380,1,0,3350
81746,368275,0,0,24308
81747,758260,0,0,139834
81748,360954,1,1,69834
81749,985998,1,0,74275
81750,628546,0,1,21855
81751,345319,0,1,140693
81752,685024,1,1,73842
81753,217082,1,0,127017
81754,326740,0,1,89883
81755,703019,0,1,123599
81756,996107,0,0,99741
81757,385501,1,1,89734
81758,391398,0,0,86320
81759,169002,0,1,686
81760,740296,1,0,78871
81761,424017,1,0,134145
81762,606656,1,1,67221
81763,558593,0,0,13765
81764,733048,1,0,71370
81765,984585,1,1,40304
81766,496277,0,0,118871
81767,196113,1,1,118596
81768,422225,0,1,14869
81769,617979,0,1,137010
81770,530046,0,0,42122
81771,207122,0,1,56198
81772,439934,1,0,147328
81773,109499,1,0,138049
81774,227357,1,0,30210
81775,85863,0,0,149084
81776,330925,0,0,26036
81777,568049,1,1,52477
81778,921799,1,0,129808
81779,449191,0,0,123425
81780,992897,0,1,2284
81781,150084,0,1,9873
81782,998997,1,0,121416
81783,872407,0,1,26971
81784,824587,0,1,131457
81785,124995,0,0,23981
81786,722012,0,1,41296
81787,354304,1,0,59102
81788,347867,1,0,125083
81789,319851,0,0,101109
81790,43131,1,1,44479
81791,599032,1,0,77383
81792,631543,0,0,75698
81793,227932,1,1,98692
81794,930511,0,0,110315
81795,402494,0,0,36985
81796,186654,1,0,139777
81797,896787,1,1,118366
81798,466744,1,1,48789
81799,29631,1,1,108882
81800,816266,1,1,70307
81801,844214,1,0,130217
81802,964226,0,1,43021
81803,840512,1,0,83598
81804,673117,1,1,54252
81805,164462,0,1,70147
81806,407195,0,1,21117
81807,129909,1,1,141712
81808,821717,0,0,95442
81809,760727,0,0,78953
81810,964322,1,0,73027
81811,800401,1,0,5949
81812,579037,1,0,25091
81813,834517,0,0,99892
81814,414287,0,1,2446
81815,511009,0,1,123685
81816,773457,1,0,37502
81817,807854,1,0,44987
81818,943821,1,1,17538
81819,800096,1,1,136041
81820,333716,0,0,67591
81821,538774,1,1,95759
81822,457160,1,1,53822
81823,286690,1,1,74796
81824,936594,0,0,144177
81825,418574,0,0,15873
81826,961349,0,0,82982
81827,722827,1,1,82482
81828,901277,1,0,37553
81829,617252,0,0,143400
81830,967020,0,1,21902
81831,125287,0,0,31529
81832,542663,1,0,55806
81833,377738,1,1,69763
81834,48801,1,1,129422
81835,548172,0,1,74042
81836,782597,1,1,24472
81837,64394,1,1,13039
81838,788672,0,0,131794
81839,800442,1,1,88397
81840,471571,0,1,101956
81841,952130,1,1,59382
81842,669672,0,0,21228
81843,650657,1,0,59336
81844,457297,1,1,55990
81845,263970,0,0,23921
81846,881957,0,1,63911
81847,372061,0,0,83513
81848,723966,0,1,96643
81849,180220,1,1,80662
81850,806275,1,1,57928
81851,35429,1,0,10457
81852,188179,1,1,49430
81853,561809,1,1,148614
81854,707893,1,0,19345
81855,431006,0,0,58800
81856,405538,1,1,1483
81857,819114,1,1,56776
81858,597448,0,0,64591
81859,460981,1,0,88243
81860,171694,0,1,38556
81861,914117,1,1,134160
81862,469854,1,0,110723
81863,671057,0,0,37040
81864,622695,0,0,42684
81865,862136,1,1,58524
81866,151846,0,1,129126
81867,326401,0,1,69430
81868,810387,0,0,68151
81869,504273,1,0,17513
81870,560089,1,0,133540
81871,68444,0,1,123074
81872,870166,1,0,118082
81873,693350,1,1,116326
81874,656946,1,1,18548
81875,599034,1,1,72071
81876,741507,0,0,140872
81877,483965,1,1,119362
81878,664330,1,1,121445
81879,236611,1,0,57645
81880,25887,0,1,76567
81881,786646,0,0,103190
81882,397709,0,0,95416
81883,572330,0,0,24449
81884,848283,1,0,69590
81885,898687,1,0,61570
81886,976892,1,1,99842
81887,778859,1,1,105767
81888,499653,1,0,73170
81889,90308,1,1,12931
81890,726201,0,0,102027
81891,251251,0,0,138456
81892,164846,1,0,27781
81893,915742,0,1,77191
81894,736952,1,0,6254
81895,181348,1,0,99288
81896,71956,1,1,107663
81897,205058,0,0,128455
81898,294788,1,1,19311
81899,238681,1,0,45668
81900,463622,0,0,131220
81901,469310,1,1,81792
81902,681305,0,0,54576
81903,152309,1,1,37528
81904,489875,1,1,25788
81905,807642,0,1,62390
81906,922447,1,0,112703
81907,165968,1,0,116177
81908,861976,1,1,3173
81909,21648,0,1,17517
81910,28001,0,0,131908
81911,842986,0,1,96311
81912,745131,1,1,34474
81913,2080,0,1,12389
81914,450777,1,1,52024
81915,395432,0,0,38351
81916,265820,0,1,17135
81917,276695,1,1,4370
81918,640020,0,0,21129
81919,161414,0,1,80573
81920,862242,1,0,133296
81921,352453,1,1,110201
81922,705306,0,1,146922
81923,207332,0,0,67669
81924,367558,0,0,2326
81925,743148,1,1,32991
81926,774680,0,0,132182
81927,53973,1,1,142917
81928,210048,0,1,115947
81929,139956,0,0,93563
81930,698931,0,1,138395
81931,569565,0,1,32051
81932,869504,1,0,10914
81933,613846,0,0,24761
81934,869280,0,1,62314
81935,822791,0,1,65686
81936,685660,0,0,11387
81937,588539,1,0,32285
81938,130363,0,0,115086
81939,113777,1,0,122648
81940,695412,0,0,20630
81941,108075,0,1,101717
81942,388408,0,1,141620
81943,753590,1,0,34263
